chr	start	end	interval_id	num_peaks	num_samples	DME-4_R1.mLb.clN.bool	PDR-4_R1.mLb.clN.bool	UBR-18_R1.mLb.clN.bool	UVR-11_R1.mLb.clN.bool	UVR-14_R1.mLb.clN.bool	DME-4_R1.mLb.clN.fc	PDR-4_R1.mLb.clN.fc	UBR-18_R1.mLb.clN.fc	UVR-11_R1.mLb.clN.fc	UVR-14_R1.mLb.clN.fc	DME-4_R1.mLb.clN.qval	PDR-4_R1.mLb.clN.qval	UBR-18_R1.mLb.clN.qval	UVR-11_R1.mLb.clN.qval	UVR-14_R1.mLb.clN.qval	DME-4_R1.mLb.clN.pval	PDR-4_R1.mLb.clN.pval	UBR-18_R1.mLb.clN.pval	UVR-11_R1.mLb.clN.pval	UVR-14_R1.mLb.clN.pval	DME-4_R1.mLb.clN.start	PDR-4_R1.mLb.clN.start	UBR-18_R1.mLb.clN.start	UVR-11_R1.mLb.clN.start	UVR-14_R1.mLb.clN.start	DME-4_R1.mLb.clN.end	PDR-4_R1.mLb.clN.end	UBR-18_R1.mLb.clN.end	UVR-11_R1.mLb.clN.end	UVR-14_R1.mLb.clN.end	DME-4_R1.mLb.clN.summit	PDR-4_R1.mLb.clN.summit	UBR-18_R1.mLb.clN.summit	UVR-11_R1.mLb.clN.summit	UVR-14_R1.mLb.clN.summit
chr16	28863355	28863875	Interval_6066	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	4.89421	7.86956	6.65998	5.60238	4.24522	4.08152	12.5512	11.734	6.94111	2.6814	7.61091	16.2029	15.34	10.5046	6.01233	28863377	28863377	28863355	28863433	28863483	28863767	28863825	28863875	28863798	28863778	71	85	173	95	218
chr16	28879688	28880004	Interval_6067	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	NA	4.70423	NA	NA	NA	NA	4.43979	NA	NA	NA	NA	7.5967	NA	NA	NA	NA	28879688	NA	NA	NA	NA	28880004	NA	NA	NA	NA	234	NA	NA	NA
chr16	28924974	28925770	Interval_6068	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	5.07688	4.99179	5.82407	4.65846	6.97133	4.63015	4.88693	7.88119	5.03497	10.063	8.22118	8.07961	11.2793	8.43999	14.1631	28925192	28925210	28925075	28925118	28924974	28925498	28925770	28925726	28925710	28925648	48	131	224	101	319
chr16	28936404	28936805	Interval_6069	2	2	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	4.76449	4.09311	NA	NA	NA	4.23902	3.7944	NA	NA	NA	7.39853	7.08355	NA	NA	NA	28936577	28936404	NA	NA	NA	28936805	28936713	NA	NA	NA	121	174	NA
chr16	28950491	28951113	Interval_6070	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	7.14389	12.7411	11.5504	8.30036	5.45695	11.1314	35.7275	32.6574	21.3046	6.1505	15.3704	40.3657	37.1765	25.7204	9.88453	28950688	28950676	28950673	28950491	28950752	28950973	28951008	28951113	28950982	28950958	53	178	183	366	154
chr16	28974574	28974967	Interval_6071	3	3	TRUE	TRUE	TRUE	FALSE	FALSE	4.67741	5.98445	5.46658	NA	NA	3.05105	7.43455	6.58228	NA	NA	6.44583	10.7992	9.90147	NA	NA	28974624	28974574	28974609	NA	NA	28974967	28974814	28974962	NA	NA	268	183	129	NA	NA
chr16	29176264	29176501	Interval_6072	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	3.96915	NA	NA	NA	NA	2.88582	NA	NA	NA	NA	6.06503	NA	NA	NA	NA	29176264	NA	NA	NA	NA	29176501	NA	NA	NA	NA	149	NA
chr16	29183548	29183786	Interval_6073	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	3.87113	NA	NA	NA	NA	2.29805	NA	NA	NA	NA	5.41261	NA	NA	NA	NA	29183548	NA	NA	NA	NA	29183786	NA	NA	NA	NA	52	NA
chr16	29290863	29291163	Interval_6074	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	4.20487	NA	NA	NA	NA	3.98553	NA	NA	NA	NA	7.29424	NA	NA	NA	NA	29290863	NA	NA	NA	NA	29291163	NA	NA	NA	NA	210	NA
chr16	29595001	29595650	Interval_6075	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	7.09086	7.06296	8.45368	4.22305	5.76701	7.91307	10.351	14.9519	3.02559	5.3671	11.8582	13.8852	18.7154	6.23239	9.01971	29595133	29595110	29595133	29595001	29595190	29595425	29595650	29595487	29595471	29595489	185	317	51	331	112
chr16	29613129	29613826	Interval_6076	4	4	TRUE	TRUE	TRUE	FALSE	TRUE	4.78138	7.89404	8.58953	NA	3.63074	3.66274	12.1415	14.2129	NA	1.48322	7.1361	15.7718	17.9414	NA	4.60436	29613129	29613373	29613460	NA	29613603	29613730	29613807	29613826	NA	29613800	186	302	127	NA	56
chr16	29626835	29627440	Interval_6077	3	3	FALSE	TRUE	TRUE	FALSE	TRUE	NA	7.89293	6.50062	NA	4.54922	NA	11.6968	7.88119	NA	2.87904	NA	15.3035	11.2806	NA	6.24535	NA	29626835	29626855	NA	29626899	NA	29627342	29627440	NA	29627286	NA	59	223	NA	139
chr16	29745606	29746237	Interval_6078	3	3	FALSE	TRUE	TRUE	FALSE	TRUE	NA	6.88925	6.55633	NA	5.48222	NA	10.4755	9.90605	NA	5.24706	NA	14.0167	13.4162	NA	8.88885	NA	29745606	29746005	NA	29745988	NA	29746130	29746217	NA	29746237	NA	420	120	NA	183
chr16	29790453	29790973	Interval_6079	4	4	FALSE	TRUE	TRUE	TRUE	TRUE	NA	7.87343	12.8277	8.88286	6.16704	NA	13.4739	34.5831	20.4833	7.62013	NA	17.1722	39.1726	24.8612	11.4994	NA	29790485	29790482	29790453	29790472	NA	29790973	29790919	29790784	29790786	NA	194	175	227	165
chr16	29805410	29805970	Interval_6080	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	5.90226	5.61064	7.43794	4.24146	5.8833	7.86764	9.67006	15.4508	5.64119	9.31625	11.8087	13.1662	19.2387	9.10109	13.3503	29805502	29805456	29805410	29805424	29805458	29805820	29805901	29805970	29805868	29805688	170	176	262	89	81
chr16	29807633	29808026	Interval_6081	2	2	TRUE	TRUE	FALSE	FALSE	FALSE	4.52617	3.45777	NA	NA	NA	4.33054	2.83075	NA	NA	NA	7.88849	5.84011	NA	NA	NA	29807699	29807633	NA	NA	NA	29807950	29808026	NA	NA	NA	74	175	NA	NA	NA
chr16	29815897	29816566	Interval_6082	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	5.24357	8.58683	7.94336	5.90563	5.93799	5.78147	19.712	18.8778	12.2862	8.68492	9.50643	23.6955	22.8211	16.2213	12.664	29816106	29815909	29815897	29815962	29815962	29816352	29816566	29816562	29816384	29816412	183	161	230	121	110
chr16	29863147	29863665	Interval_6083	4	4	FALSE	TRUE	TRUE	TRUE	TRUE	NA	9.46164	8.64182	5.46816	5.03897	NA	20.3496	18.798	8.08284	4.58934	NA	24.3596	22.7383	11.7324	8.15818	NA	29863251	29863174	29863147	29863293	NA	29863645	29863665	29863659	29863583	NA	269	453	367	216
chr16	29926082	29926505	Interval_6084	3	3	FALSE	TRUE	TRUE	TRUE	FALSE	NA	5.50783	6.19312	4.40202	NA	NA	5.99719	8.13164	3.54128	NA	NA	9.27005	11.5446	6.79834	NA	NA	29926121	29926082	29926243	NA	NA	29926495	29926505	29926481	NA	NA	87	111	44	NA
chr16	29961570	29962139	Interval_6085	3	3	FALSE	TRUE	TRUE	TRUE	FALSE	NA	6.07633	6.76506	5.41787	NA	NA	7.22597	9.05796	5.97822	NA	NA	10.5778	12.5227	9.46436	NA	NA	29961694	29961570	29961696	NA	NA	29962139	29962126	29962139	NA	NA	234	371	229	NA
chr16	29973468	29973922	Interval_6086	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	5.94795	7.86956	9.40695	5.92672	4.66334	6.55817	12.5512	20.7866	10.4281	3.75341	10.3632	16.2029	24.8167	14.2437	7.23209	29973468	29973566	29973528	29973571	29973675	29973845	29973822	29973922	29973849	29973899	279	97	155	78	110
chr16	29995650	29996270	Interval_6087	3	3	TRUE	TRUE	TRUE	FALSE	FALSE	5.22568	5.5439	7.50726	NA	NA	5.44532	7.40398	13.2933	NA	NA	9.1324	10.7664	16.9776	NA	NA	29995650	29995655	29995702	NA	NA	29996115	29996270	29996268	NA	NA	240	558	441	NA	NA
chr16	30065105	30065837	Interval_6088	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	6.34481	9.75453	8.86823	8.09125	6.07614	9.35944	25.9013	22.9068	19.3444	8.93021	13.444	30.1524	27.0304	23.6681	12.9314	30065135	30065115	30065105	30065121	30065143	30065724	30065774	30065837	30065805	30065731	201	414	429	458	383
chr16	30075937	30076133	Interval_6089	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	NA	4.85682	NA	NA	NA	NA	4.12512	NA	NA	NA	NA	7.25695	NA	NA	NA	NA	30075937	NA	NA	NA	NA	30076133	NA	NA	NA	NA	130	NA	NA	NA
chr16	30091856	30092430	Interval_6090	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	3.80254	5.44838	5.29555	4.95454	4.12239	2.05575	7.58085	7.6369	7.73045	3.18794	5.30159	10.9545	11.0195	11.3553	6.59333	30091982	30091936	30091896	30091950	30091856	30092430	30092296	30092380	30092323	30092060	24	56	78	148	86
chr16	30185783	30186069	Interval_6091	2	2	FALSE	TRUE	FALSE	FALSE	TRUE	NA	4.10647	NA	NA	4.17836	NA	3.7389	NA	NA	2.81089	NA	6.83533	NA	NA	6.15912	NA	30185783	NA	NA	30185850	NA	30186033	NA	NA	30186069	NA	214	NA	NA	177
chr16	30334788	30335732	Interval_6092	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	6.19937	7.6235	8.25749	4.49973	7.15525	6.60124	12.1415	14.1357	4.48804	8.77158	10.4104	15.7718	17.8609	7.8402	12.7584	30334878	30334788	30334816	30334835	30334934	30335442	30335540	30335732	30335419	30335459	228	59	574	300	178
chr16	30370509	30371230	Interval_6093	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	8.75283	9.55103	10.4904	9.42384	6.09543	22.8942	36.7198	43.6096	36.725	12.0028	27.8646	41.3946	48.491	41.5939	16.2641	30370567	30370569	30370509	30370534	30370571	30371195	30371212	30371230	30371216	30371213	365	366	419	400	265
chr16	30377820	30378497	Interval_6094	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	5.74076	5.84872	7.10051	7.08854	4.08996	7.25148	9.40207	14.3194	16.653	3.37747	11.1278	12.8834	18.0539	20.8413	6.80515	30378002	30378059	30377859	30377820	30378000	30378428	30378423	30378497	30378443	30378475	327	302	486	517	381
chr16	30407240	30407531	Interval_6095	2	2	FALSE	TRUE	TRUE	FALSE	FALSE	NA	4.7101	5.1912	NA	NA	NA	3.65877	5.48848	NA	NA	NA	6.74863	8.73774	NA	NA	NA	30407240	30407240	NA	NA	NA	30407524	30407531	NA	NA	NA	51	279	NA	NA
chr16	30417821	30418192	Interval_6096	3	3	TRUE	TRUE	TRUE	FALSE	FALSE	4.72211	5.40947	5.05772	NA	NA	3.33585	5.5315	5.27553	NA	NA	6.76759	8.76975	8.5108	NA	NA	30417916	30417821	30417894	NA	NA	30418180	30418063	30418192	NA	NA	19	114	126	NA	NA
chr16	30429988	30430455	Interval_6097	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	7.78008	10.9473	9.47561	7.71945	7.3601	10.4721	27.1536	20.9161	12.9211	10.6962	14.6579	31.4556	24.952	16.8925	14.8486	30429988	30430046	30430027	30430058	30430024	30430455	30430285	30430361	30430309	30430282	201	115	162	131	145
chr16	30445783	30445979	Interval_6098	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	NA	5.02188	NA	NA	NA	NA	4.36911	NA	NA	NA	NA	7.52067	NA	NA	NA	NA	30445783	NA	NA	NA	NA	30445979	NA	NA	NA	NA	152	NA	NA	NA
chr16	30472300	30472728	Interval_6099	2	2	FALSE	TRUE	TRUE	FALSE	FALSE	NA	5.15773	5.16306	NA	NA	NA	5.14327	5.13822	NA	NA	NA	8.3552	8.36403	NA	NA	NA	30472535	30472300	NA	NA	NA	30472728	30472728	NA	NA	NA	81	163	NA	NA
chr16	30526865	30527729	Interval_6100	2	2	FALSE	TRUE	TRUE	FALSE	FALSE	NA	5.34386	4.2803	NA	NA	NA	6.05978	3.75243	NA	NA	NA	9.33696	6.86965	NA	NA	NA	30526865	30527382	NA	NA	NA	30527591	30527729	NA	NA	NA	3	13	NA	NA
chr16	30534796	30535213	Interval_6101	2	2	FALSE	TRUE	TRUE	FALSE	FALSE	NA	5.9142	4.19175	NA	NA	NA	6.97006	3.35851	NA	NA	NA	10.3066	6.44468	NA	NA	NA	30534878	30534796	NA	NA	NA	30535213	30535040	NA	NA	NA	139	168	NA	NA
chr16	30558139	30558686	Interval_6102	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	7.5231	9.14157	9.09991	5.5449	6.66089	10.9113	19.2221	19.6742	8.57769	9.55217	15.1326	23.1833	23.6531	12.2643	13.606	30558297	30558178	30558332	30558139	30558140	30558614	30558649	30558686	30558572	30558647	245	284	130	371	305
chr16	30571717	30572342	Interval_6103	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	5.84552	7.55347	11.167	7.65098	6.45025	6.07296	14.7481	30.6226	14.6297	9.19803	9.83004	18.5081	35.0638	18.7024	13.2224	30571929	30571866	30571717	30571881	30571806	30572218	30572192	30572204	30572342	30572172	115	68	296	234	170
chr16	30585544	30585913	Interval_6104	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	7.55484	NA	NA	NA	NA	10.5887	NA	NA	NA	NA	14.7307	NA	NA	NA	NA	30585544	NA	NA	NA	NA	30585913	NA	NA	NA	NA	226
chr16	30610029	30610539	Interval_6105	2	2	FALSE	TRUE	TRUE	FALSE	FALSE	NA	6.50261	7.35282	NA	NA	NA	9.0243	10.8265	NA	NA	NA	12.4852	14.3854	NA	NA	NA	30610289	30610029	NA	NA	NA	30610539	30610521	NA	NA	NA	142	444	NA	NA
chr16	30634264	30634648	Interval_6106	4	4	TRUE	TRUE	TRUE	FALSE	TRUE	6.59882	7.49828	7.11316	NA	4.19971	7.19012	10.6367	11.2791	NA	2.61811	11.0605	14.1865	14.8621	NA	5.93981	30634264	30634283	30634289	NA	30634297	30634556	30634478	30634616	NA	30634648	82	89	131	NA	137
chr16	30650427	30651004	Interval_6107	4	4	FALSE	TRUE	TRUE	TRUE	TRUE	NA	5.77761	7.8203	6.68335	4.22372	NA	8.53014	17.6484	12.7532	3.10384	NA	11.9621	21.5357	16.7146	6.49875	NA	30650503	30650459	30650427	30650489	NA	30650708	30650707	30651004	30650698	NA	6	143	190	117
chr16	30657932	30659067	Interval_6108	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	6.45496	12.1632	9.31719	8.72277	8.13546	12.3216	61.7662	43.9107	36.1834	23.0661	16.6583	66.9995	48.8015	41.0446	27.946	30657963	30657932	30657937	30657943	30657932	30658798	30659067	30659001	30658851	30658766	351	234	273	266	340
chr16	30698042	30698657	Interval_6109	4	4	FALSE	TRUE	TRUE	TRUE	TRUE	NA	11.7999	9.27269	7.4363	6.35884	NA	34.4431	26.5032	15.5907	9.04348	NA	39.0303	30.7809	19.7186	13.0544	NA	30698042	30698042	30698080	30698087	NA	30698657	30698652	30698638	30698506	NA	154	148	112	109
chr16	30747858	30748537	Interval_6110	3	3	TRUE	TRUE	TRUE	FALSE	FALSE	6.44646	8.3247	6.71332	NA	NA	6.63772	14.7247	9.36922	NA	NA	10.4506	18.4832	12.851	NA	NA	30748196	30747858	30748188	NA	NA	30748471	30748466	30748537	NA	NA	174	408	76	NA	NA
chr16	30762028	30762411	Interval_6111	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	8.25278	NA	NA	NA	NA	17.0451	NA	NA	NA	NA	20.9055	NA	NA	NA	NA	30762028	NA	NA	NA	NA	30762411	NA	NA	NA	NA	209	NA	NA
chr16	30775434	30775710	Interval_6112	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	4.56406	NA	NA	NA	NA	4.20158	NA	NA	NA	NA	7.35848	NA	NA	NA	NA	30775434	NA	NA	NA	NA	30775710	NA	NA	NA	NA	235	NA	NA
chr16	30814225	30814568	Interval_6113	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	NA	7.07028	NA	NA	NA	NA	9.95021	NA	NA	NA	NA	13.4631	NA	NA	NA	NA	30814225	NA	NA	NA	NA	30814568	NA	NA	NA	NA	201	NA	NA	NA
chr16	30875302	30875634	Interval_6114	3	3	TRUE	TRUE	FALSE	TRUE	FALSE	5.89589	5.04091	NA	5.63074	NA	5.83092	4.39708	NA	6.31168	NA	9.56171	7.55104	NA	9.82803	NA	30875312	30875314	NA	30875302	NA	30875631	30875610	NA	30875634	NA	74	101	NA	15	NA
chr16	30922470	30923419	Interval_6115	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	5.6587	7.85659	7.95809	5.51284	4.44306	8.49665	19.174	24.8274	11.3655	4.74603	12.4981	23.133	29.0326	15.2421	8.33559	30922572	30922470	30922476	30922572	30922567	30923276	30923418	30923419	30923354	30923395	488	297	564	248	785
chr16	30957244	30957995	Interval_6116	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	7.18354	6.76133	6.54185	5.3885	4.80053	9.55338	9.85021	11.5091	7.24933	4.50858	13.6556	13.3579	15.1042	10.8396	8.0686	30957282	30957599	30957258	30957244	30957510	30957995	30957979	30957976	30957956	30957955	438	95	604	469	213
chr16	31033011	31033651	Interval_6117	4	4	FALSE	TRUE	TRUE	TRUE	TRUE	NA	6.77107	7.97403	5.0508	5.3593	NA	11.5197	18.944	7.27987	6.31522	NA	15.1169	22.8897	10.8728	10.0656	NA	31033223	31033011	31033048	31033246	NA	31033497	31033651	31033539	31033513	NA	170	408	274	128
chr16	31073714	31074708	Interval_6118	4	4	TRUE	TRUE	TRUE	TRUE	FALSE	5.65636	6.35731	7.6363	5.84875	NA	6.44074	11.1536	17.2627	11.3972	NA	10.2334	14.7316	21.1328	15.2767	NA	31073812	31073742	31073800	31073714	NA	31074360	31074708	31074637	31074615	NA	458	475	439	732	NA
chr16	31094650	31095007	Interval_6119	3	3	FALSE	TRUE	TRUE	TRUE	FALSE	NA	4.46294	4.8766	4.55092	NA	NA	3.79869	4.98709	4.29709	NA	NA	6.89998	8.20011	7.63239	NA	NA	31094650	31094711	31094651	NA	NA	31094943	31095007	31094943	NA	NA	79	153	174	NA
chr16	31117514	31118008	Interval_6120	3	3	FALSE	TRUE	TRUE	FALSE	TRUE	NA	8.59755	9.2334	NA	6.08067	NA	17.186	19.9257	NA	7.84191	NA	21.0575	23.9154	NA	11.7409	NA	31117514	31117518	NA	31117563	NA	31118008	31117974	NA	31117875	NA	104	100	NA	55
chr16	31142290	31142796	Interval_6121	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	5.57439	8.42096	7.67994	5.36667	4.63396	5.9854	17.3603	15.9333	9.61412	4.24567	9.73215	21.2391	19.7431	13.3743	7.77834	31142346	31142295	31142290	31142327	31142296	31142607	31142796	31142592	31142621	31142604	97	138	139	147	57
chr16	31179787	31180373	Interval_6122	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	6.03433	5.75986	4.51973	5.56883	3.9253	7.38008	8.13497	5.25219	8.26829	2.66123	11.2684	11.5437	8.48566	11.935	5.98953	31179868	31179848	31179836	31179787	31179870	31180098	31180305	31180373	31180234	31180195	98	164	275	85	180
chr16	31180583	31180764	Interval_6123	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	4.20599	NA	NA	NA	NA	4.40781	NA	NA	NA	NA	7.5793	NA	NA	NA	NA	31180583	NA	NA	NA	NA	31180764	NA	NA	NA	NA	107	NA	NA
chr16	31354802	31355055	Interval_6124	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	3.83016	NA	NA	NA	NA	2.09605	NA	NA	NA	NA	5.34634	NA	NA	NA	NA	31354802	NA	NA	NA	NA	31355055	NA	NA	NA	NA	12
chr16	31442778	31443231	Interval_6125	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	NA	4.7101	NA	NA	NA	NA	3.65877	NA	NA	NA	NA	6.74863	NA	NA	NA	NA	31442778	NA	NA	NA	NA	31443231	NA	NA	NA	NA	337	NA	NA	NA
chr16	31459127	31460011	Interval_6126	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	6.86981	8.25797	7.6017	7.05278	6.38073	12.7375	22.0627	20.5128	18.3606	11.8181	17.1086	26.1479	24.5306	22.638	16.0627	31459169	31459127	31459288	31459296	31459368	31460011	31460000	31460004	31460009	31459971	446	354	222	222	363
chr16	31487880	31488070	Interval_6127	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	3.26908	NA	NA	NA	NA	1.41571	NA	NA	NA	NA	4.22924	NA	NA	NA	NA	31487880	NA	NA	NA	NA	31488070	NA	NA	NA	NA	167	NA	NA
chr16	31869584	31870080	Interval_6128	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	5.56638	NA	NA	NA	NA	6.88129	NA	NA	NA	NA	10.44	NA	NA	NA	NA	31869584	NA	NA	NA	NA	31870080	NA	NA	NA	NA	114	NA
chr16	32897375	32897618	Interval_6129	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	3.51921	NA	NA	NA	NA	1.62904	NA	NA	NA	NA	4.62951	NA	NA	NA	NA	32897375	NA	NA	NA	NA	32897618	NA	NA	NA	NA	227	NA
chr16	33607471	33607736	Interval_6130	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	4.87546	NA	NA	NA	NA	4.13489	NA	NA	NA	NA	7.28678	NA	NA	NA	NA	33607471	NA	NA	NA	NA	33607736	NA	NA	NA	NA	74	NA	NA
chr16	33731100	33731331	Interval_6131	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	4.22305	NA	NA	NA	NA	3.02559	NA	NA	NA	NA	6.23239	NA	NA	NA	NA	33731100	NA	NA	NA	NA	33731331	NA	NA	NA	NA	177	NA
chr16	34571660	34572106	Interval_6132	4	4	FALSE	TRUE	TRUE	TRUE	TRUE	NA	4.27282	3.94449	3.56951	3.89373	NA	14.127	18.9828	23.8156	12.1131	NA	17.8565	22.9305	28.3411	16.3822	NA	34571687	34571660	34571671	34571682	NA	34572062	34571914	34572106	34571894	NA	91	154	140	128
chr16	34572378	34572710	Interval_6133	2	2	TRUE	FALSE	FALSE	TRUE	FALSE	2.63361	NA	NA	2.67713	NA	3.02677	NA	NA	10.6839	NA	6.41785	NA	NA	14.5152	NA	34572393	NA	NA	34572378	NA	34572694	NA	NA	34572710	NA	265	NA	NA	268	NA
chr16	34573903	34574359	Interval_6134	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	12.7432	12.986	16.2513	13.9806	14.7512	106.79	111.818	250.609	315.561	152.491	112.564	117.376	256.659	321.412	158.246	34573920	34573910	34573910	34573905	34573903	34574309	34574327	34574359	34574350	34574334	131	139	141	145	147
chr16	34576207	34576663	Interval_6135	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	5.89117	5.92965	7.02546	6.42338	5.79994	33.9141	36.3609	78.8915	107.114	37.5398	39.148	41.024	84.2715	112.422	42.6689	34576233	34576379	34576349	34576216	34576207	34576658	34576599	34576625	34576663	34576588	239	96	123	258	260
chr16	34581263	34581667	Interval_6136	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	6.52074	7.8623	8.03082	6.77501	7.44356	89.3686	127.044	214.393	250.502	126.179	95.0359	132.665	220.325	256.239	131.819	34581393	34581263	34581266	34581388	34581265	34581664	34581663	34581667	34581664	34581662	72	203	200	78	201
chr16	34582170	34582461	Interval_6137	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	5.32526	6.06452	7.24968	6.09435	6.91828	57.6208	76.0538	172.552	198.245	107.245	63.1089	81.4228	178.323	203.868	112.82	34582178	34582175	34582173	34582170	34582173	34582456	34582455	34582461	34582460	34582452	67	98	85	88	72
chr16	34582726	34583823	Interval_6138	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	8.35935	8.50104	9.60075	9.04804	8.9208	137.675	144.489	287.057	411.641	172.091	143.544	150.184	293.197	417.596	177.916	34582726	34582730	34582730	34582730	34582743	34583736	34583810	34583795	34583823	34583761	368	374	372	375	364
chr16	34588051	34588328	Interval_6139	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	6.12543	7.3921	8.66779	7.10934	7.10411	50.8038	78.3223	166.446	180.124	81.9421	56.2116	83.7044	172.196	185.705	87.4053	34588057	34588056	34588051	34588051	34588056	34588310	34588310	34588328	34588327	34588315	174	175	180	182	175
chr16	34592628	34592957	Interval_6140	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	8.84935	9.76665	9.93019	9.57591	10.1455	70.1595	91.1355	152.632	209.406	106.368	75.7257	96.5842	158.334	215.061	111.941	34592670	34592628	34592628	34592658	34592658	34592951	34592956	34592941	34592957	34592946	68	111	108	78	83
chr16	34595152	34595590	Interval_6141	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	5.16614	NA	NA	NA	NA	40.3874	NA	NA	NA	NA	45.3054	NA	NA	NA	NA	34595152	NA	NA	NA	NA	34595590	NA	NA	NA	NA	73	NA
chr16	36014521	36015138	Interval_6142	2	2	FALSE	FALSE	FALSE	TRUE	TRUE	NA	NA	NA	4.73492	3.63938	NA	NA	NA	4.87447	1.3409	NA	NA	NA	8.26626	4.43663	NA	NA	NA	36014669	36014521	NA	NA	NA	36015138	36014750	NA	NA	NA	168	190
chr16	37376616	37376881	Interval_6143	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	5.27882	NA	NA	NA	NA	5.44156	NA	NA	NA	NA	8.88585	NA	NA	NA	NA	37376616	NA	NA	NA	NA	37376881	NA	NA	NA	NA	130	NA
chr16	37750024	37750283	Interval_6144	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	9.85379	NA	NA	NA	NA	18.5425	NA	NA	NA	NA	22.8304	NA	NA	NA	NA	37750024	NA	NA	NA	NA	37750283	NA	NA	NA	NA	79	NA
chr16	38129317	38129712	Interval_6145	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	5.27882	NA	NA	NA	NA	5.44156	NA	NA	NA	NA	8.88585	NA	NA	NA	NA	38129317	NA	NA	NA	NA	38129712	NA	NA	NA	NA	295	NA
chr16	46380726	46381026	Interval_6146	4	4	FALSE	TRUE	TRUE	TRUE	TRUE	NA	8.02741	9.83474	8.79894	8.22149	NA	20.0418	35.8118	43.6127	18.2364	NA	24.0387	40.4422	48.5609	22.9168	NA	46380726	46380752	46380743	46380786	NA	46381001	46381005	46381026	46381010	NA	153	104	150	108
chr16	46386884	46387092	Interval_6147	3	3	FALSE	TRUE	TRUE	FALSE	TRUE	NA	2.53451	2.95114	NA	2.80884	NA	16.2761	39.5581	NA	23.5544	NA	20.1059	44.3175	NA	28.4485	NA	46386895	46386890	NA	46386884	NA	46387075	46387092	NA	46387084	NA	62	63	NA	69
chr16	46387594	46388206	Interval_6148	5	5	TRUE	TRUE	TRUE	TRUE	TRUE	8.39419	8.81387	9.99477	8.2823	8.79742	250.444	250.596	475.36	613.344	273.174	256.685	256.611	481.918	619.641	279.233	46387598	46387609	46387623	46387594	46387643	46388204	46388138	46388192	46388204	46388206	331	320	306	335	286
