Geneid	Chr	Start	End	Strand	Length	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	UBR.18_R1.mLb.clN.bam.raw	PDR.4_R1.mLb.clN.bam.raw	UBR.18_R1.mLb.clN.bam.pseudo	PDR.4_R1.mLb.clN.bam.pseudo
Interval_11188	chr3	131361322	131362074	+	753	22.3228651385339	0.735972816850878	1.18470715813275	0.621227627265174	0.534449864235601	1	36	20	26.470909557119	15.8934730922941
Interval_11189	chr3	131381264	131381987	+	724	94.2136289290522	-0.137114517260019	0.59243775050312	-0.231441222547984	0.816972043382628	1	114	116	83.8245469308768	92.1821439353059
Interval_11190	chr3	131502504	131503134	+	631	25.972928399668	0.598469453028481	1.0994991245167	0.544310986415331	0.586227487985605	1	36	22	26.470909557119	17.4828204015235
Interval_11191	chr3	131511929	131512145	+	217	4.49943051089075	3.58839218438318	3.43025480641475	1.0461007671129	0.295514511103421	1	13	1	9.55893956229296	0.794673654614706
Interval_11192	chr3	132417155	132417967	+	813	76.0115335552335	-0.422363585783646	0.675190268106942	-0.625547502288271	0.531611781826634	1	100	124	73.5303043253305	98.5395331722236
Interval_11193	chr3	132660038	132660637	+	600	19.7117354844682	-0.0662198159928218	1.27413844434115	-0.0519722297737149	0.958550820929606	1	32	31	23.5296973841058	24.6348832930559
Interval_11194	chr3	132722065	132722562	+	498	30.4668495054145	0.094427272540024	0.986493369618088	0.0957201289417492	0.923742853721896	1	45	39	33.0886369463987	30.9922725299735
Interval_11195	chr3	132722800	132723180	+	381	34.4019703873247	-0.363562169974609	0.927202183240995	-0.392106680232129	0.694979391844319	1	42	50	30.8827278166388	39.7336827307353
Interval_11196	chr3	133149759	133149970	+	212	5.14858311383289	1.0254770934318	2.74013747929562	0.37424293531995	0.708223583246504	1	11	5	8.08833347578635	3.97336827307353
Interval_11197	chr3	133441889	133442278	+	390	12.486063061964	-0.642537325039321	1.66227016174309	-0.386542055453574	0.69909526244036	1	9	13	6.61772738927974	10.3307575099912
Interval_11198	chr3	133448475	133448910	+	436	15.6781087327283	-0.803900389134774	1.43959959209347	-0.558419433813355	0.576558005391209	1	13	21	9.55893956229296	16.6881467469088
Interval_11199	chr3	133506450	133506800	+	351	12.0576562645752	0.177482838716512	1.6205192250574	0.109522204965032	0.912788310690337	1	22	18	16.1766669515727	14.3041257830647
Interval_11200	chr3	133572863	133573750	+	888	189.818965896853	-0.0456810578780916	0.582268619010576	-0.0784535803349929	0.937467253883834	1	267	255	196.325912548632	202.64178192675
Interval_11201	chr3	133661546	133662240	+	695	17.0662991377307	0.364414171347833	1.34787313225565	0.270362367664375	0.786881488627031	1	32	23	23.5296973841058	18.2774940561382
Interval_11202	chr3	133805419	133806296	+	878	71.8520342781557	0.0492573373115864	0.633809102338057	0.0777163614878379	0.938053678885101	1	104	93	76.4715164983437	73.9046498791677
Interval_11203	chr3	133963072	133963273	+	202	4.95088743876685	3.47292198520403	2.97887062480689	1.16585190249045	0.243674328191261	1	12	1	8.82363651903966	0.794673654614706
Interval_11204	chr3	134045389	134045614	+	226	3.14326398286379	-1.28193898781033	4.09210920946497	-0.313270961792815	0.754074809719425	1	4	9	2.94121217301322	7.15206289153236
Interval_11205	chr3	134485677	134486656	+	980	85.3217278510335	-0.211559195571092	0.602968753086222	-0.350862618482719	0.725691416928889	1	112	120	82.3539408443701	95.3608385537648
Interval_11206	chr3	135067353	135067535	+	183	4.75198319272286	0.588414186919432	2.73716500371271	0.214972128505699	0.829789048772694	1	13	8	9.55893956229296	6.35738923691765
Interval_11207	chr3	135266447	135266665	+	219	3.82795822089155	-0.474591153721976	3.41150416540171	-0.139114927232133	0.889359332699231	1	7	9	5.14712130277313	7.15206289153236
Interval_11208	chr3	135286719	135287013	+	295	6.81160045505536	-1.52705667658741	2.30840550546058	-0.661520115497529	0.508278818821074	1	3	8	2.20590912975991	6.35738923691765
Interval_11209	chr3	135439206	135439520	+	315	7.67445395939009	0.566046970598806	2.11679110408437	0.267408044897114	0.78915500597671	1	8	5	5.88242434602644	3.97336827307353
Interval_11210	chr3	135712314	135712726	+	413	6.44251585054608	-0.764098351612671	2.26659419349826	-0.337112992614423	0.736031723433641	1	7	11	5.14712130277313	8.74141020076177
Interval_11211	chr3	135965688	135965929	+	242	8.10289707114185	-0.112023350657042	1.93368223385693	-0.0579326575461159	0.953802269836855	1	15	15	11.0295456487996	11.9201048192206
Interval_11212	chr3	136195958	136196984	+	1027	72.9661087951909	0.110368838646294	0.644481058689124	0.171252261270152	0.864025415841461	1	105	90	77.206819541597	71.5206289153236
Interval_11213	chr3	136250243	136250735	+	493	61.2960575930588	0.221102691014817	0.67649131035345	0.326837444370567	0.743790836840225	1	97	77	71.3243951955706	61.1898714053324
Interval_11214	chr3	136752193	136753139	+	947	109.178035198256	-0.141770880200269	0.577860348510776	-0.245337615854127	0.806195028302538	1	144	147	105.883638228476	116.817027228362
Interval_11215	chr3	136861682	136862615	+	934	106.238192837991	-0.0407648704168767	0.576458492223255	-0.0707160549576724	0.943623742818806	1	166	158	122.060305180049	125.558437429124
Interval_11216	chr3	137372694	137372887	+	194	4.13331496117003	-1.11201866263952	3.08259101427697	-0.360741550692005	0.718292660292413	1	4	8	2.94121217301322	6.35738923691765
Interval_11217	chr3	137907723	137907923	+	201	5.09988605398699	1.76244060753945	2.80664834191588	0.627952059835315	0.530035345560792	1	11	3	8.08833347578635	2.38402096384412
Interval_11218	chr3	138068256	138068510	+	255	5.04757222175138	-1.79008908311326	2.73794961453982	-0.653806437345313	0.513236518626397	1	5	16	3.67651521626652	12.7147784738353
Interval_11219	chr3	138174418	138174851	+	434	17.4126665459145	-0.186023971565784	1.35442895989525	-0.137344945415351	0.890758145720704	1	19	20	13.9707578218128	15.8934730922941
Interval_11220	chr3	138187192	138187868	+	677	31.7091464925809	-0.323527514739101	0.96961986375417	-0.333664281058011	0.738632905904316	1	38	44	27.9415156436256	34.9656408030471
Interval_11221	chr3	138329196	138330010	+	815	36.5629999473306	0.0850132506349233	0.908254740194494	0.0936006682626491	0.925426378749631	1	47	41	34.5592430329053	32.581619839203
Interval_11222	chr3	138594098	138594930	+	833	67.6394953415661	0.0236315314607643	0.675097097925104	0.0350046408633592	0.972076040268876	1	78	71	57.3536373737578	56.4218294776441
Interval_11223	chr3	138608709	138609416	+	708	26.7430718977032	-0.150497624057105	1.06125920218979	-0.141810430238504	0.887229745197581	1	37	38	27.2062126003723	30.1975988753588
Interval_11224	chr3	138834531	138835110	+	580	25.9587933309835	-0.555629873864537	1.09119684366298	-0.509193072809278	0.610616898156573	1	25	34	18.3825760813326	27.0189042569
Interval_11225	chr3	138915361	138916207	+	847	35.5141202761765	0.105567830850099	0.940902655881066	0.112198461966552	0.91066604864383	1	50	43	36.7651521626652	34.1709671484324
Interval_11226	chr3	139117875	139118097	+	223	5.23479812925063	0.887973691077051	2.63017832731207	0.337609690512705	0.73565733857894	1	16	8	11.7648486920529	6.35738923691765
Interval_11227	chr3	139343865	139344298	+	434	22.3951197195413	0.00345366001349892	1.17421409379225	0.0029412523932028	0.997653223509687	1	39	36	28.6768186868789	28.6082515661294
Interval_11228	chr3	139389449	139390214	+	766	44.7207399568341	-0.320610065809938	0.834211624318705	-0.384327017825696	0.700736085486554	1	45	52	33.0886369463987	41.3230300399647
Interval_11229	chr3	139616416	139616592	+	177	5.73367686654409	3.3473919832244	2.79000566910916	1.19977963496154	0.230224935394457	1	11	1	8.08833347578635	0.794673654614706
Interval_11230	chr3	139677599	139678021	+	423	22.0107328394091	-0.164490861567871	1.18979132846082	-0.138251857811625	0.890041371946836	1	27	28	19.8531821678392	22.2508623292118
Interval_11231	chr3	139825390	139825584	+	195	7.21047825788713	1.11036621423363	2.11782483272876	0.524295587186478	0.60007296566502	1	14	6	10.2942426055463	4.76804192768824
Interval_11232	chr3	139849080	139849293	+	214	4.73283123266657	-1.11201966079295	2.77289698541591	-0.401031724814023	0.688396766811485	1	5	10	3.67651521626652	7.94673654614706
Interval_11233	chr3	140489231	140489617	+	387	8.85518602229715	1.05789863585778	1.97667532701519	0.535190894225012	0.592517862216932	1	9	4	6.61772738927974	3.17869461845882
Interval_11234	chr3	140941436	140942074	+	639	72.7039056098412	0.0666823138552922	0.63191862674853	0.105523576980788	0.915960362703239	1	103	91	75.7362134550904	72.3153025699383
Interval_11235	chr3	141116709	141116895	+	187	3.98811162735763	1.47293138413124	3.18096905816861	0.463044863749557	0.643332209662733	1	9	3	6.61772738927974	2.38402096384412
Interval_11236	chr3	141192311	141192520	+	210	21.438676473649	-0.0245606999026953	1.19589114020426	-0.0205375715874107	0.983614540597648	1	34	32	25.0003034706124	25.4295569476706
Interval_11237	chr3	141231385	141231832	+	448	36.1881872768267	0.607868268658028	0.91167480908918	0.666759970329032	0.504925465610178	1	56	34	41.1769704221851	27.0189042569
Interval_11238	chr3	141266916	141267435	+	520	18.2568361077196	-0.527060590053654	1.31667154789421	-0.400297698311017	0.688937263039611	1	21	28	15.4413639083194	22.2508623292118
Interval_11239	chr3	141311620	141312128	+	509	49.7823603532332	-0.220547953557791	0.755564688884954	-0.291898174705956	0.770364479120666	1	64	69	47.0593947682115	54.8324821684147
Interval_11240	chr3	141370261	141370462	+	202	17.2531153729885	0.0896102200235238	1.35123221372746	0.0663174094823628	0.947125122973506	1	23	20	16.911969994826	15.8934730922941
Interval_11241	chr3	141441486	141441741	+	256	11.6681526059846	-1.05062163603452	1.65508818339638	-0.6347828753623	0.525570033471415	1	12	23	8.82363651903966	18.2774940561382
Interval_11242	chr3	141487645	141487984	+	340	18.5269296765329	-0.834488896606948	1.30285523552003	-0.640507766216916	0.521842541760096	1	20	33	14.7060608650661	26.2242306022853
Interval_11243	chr3	141498695	141499278	+	584	38.7217000381022	-0.0860283181015852	0.882649977264723	-0.0974659494901723	0.92235637382418	1	56	55	41.1769704221851	43.7070510038088
Interval_11244	chr3	141576420	141576650	+	231	5.15438191723965	2.05789298991974	2.73488987276831	0.752459179585429	0.451774969215023	1	9	2	6.61772738927974	1.58934730922941
Interval_11245	chr3	141737991	141738512	+	522	76.8748383034236	-0.00732618057313047	0.620035100063018	-0.0118157513540538	0.990572613783501	1	100	93	73.5303043253305	73.9046498791677
Interval_11246	chr3	141796626	141797248	+	623	24.6388626259635	0.255708074732051	1.10963728936241	0.230442935888518	0.817747600750388	1	40	31	29.4121217301322	24.6348832930559
Interval_11247	chr3	141875642	141876753	+	1112	58.3330814962084	-0.032951981363146	0.711593675768504	-0.0463072993552938	0.963065321508073	1	75	71	55.1477282439979	56.4218294776441
Interval_11248	chr3	142149106	142149971	+	866	42.8474588081138	0.135903904469198	0.829581028854769	0.163822338918252	0.86987100534782	1	57	48	41.9122734654384	38.1443354215059
Interval_11249	chr3	142225142	142225700	+	559	34.0310053644259	0.472938718137379	0.942683830578366	0.50169389014259	0.615882862990464	1	45	30	33.0886369463987	23.8402096384412
Interval_11250	chr3	142269906	142270796	+	891	25.4031880517845	0.0530356515380462	1.09736166200414	0.0483301480035176	0.961453127988387	1	37	33	27.2062126003723	26.2242306022853
Interval_11251	chr3	142447454	142448259	+	806	38.2517581204546	0.218124948690969	0.888647068010497	0.245457343576576	0.806102332900543	1	44	35	32.3533339031454	27.8135779115147
Interval_11252	chr3	142508662	142508890	+	229	5.83283536636991	-0.848986490148341	2.48001449998993	-0.342331260624399	0.732101612589778	1	6	10	4.41181825951983	7.94673654614706
Interval_11253	chr3	142578436	142579312	+	877	62.6084743846763	0.338142080993884	0.692182387457315	0.48851586969155	0.625184487734645	1	97	71	71.3243951955706	56.4218294776441
Interval_11254	chr3	142596195	142596615	+	421	21.4620342688233	0.286525597555556	1.21747384807264	0.235344355042328	0.813941471370297	1	29	22	21.3237882543458	17.4828204015235
Interval_11255	chr3	142723808	142724269	+	462	24.2762568341319	-0.249526919454034	1.14429260525631	-0.218062161992335	0.82738067831778	1	30	33	22.0590912975991	26.2242306022853
Interval_11256	chr3	143001453	143001913	+	461	37.8086705497904	0.293968679034567	0.887404886851118	0.331267816292617	0.740442199037294	1	53	40	38.9710612924252	31.7869461845882
Interval_11257	chr3	143114265	143114517	+	253	5.70499734494157	-1.98648646723896	2.55139659559421	-0.778587880327682	0.436222520664875	1	3	11	2.20590912975991	8.74141020076177
Interval_11258	chr3	143121287	143121518	+	232	11.5907679783788	1.55093886060082	1.70325743060327	0.910572196976415	0.362520825349476	1	19	6	13.9707578218128	4.76804192768824
Interval_11259	chr3	143848061	143848532	+	472	15.3646287856091	0.394936024708882	1.43063599065014	0.27605626259228	0.782504853173267	1	27	19	19.8531821678392	15.0987994376794
Interval_11260	chr3	143971435	143972801	+	1367	127.683505713037	-0.19714014132835	0.578055576729902	-0.341040116667648	0.733073381397141	1	181	192	133.089850828848	152.577341686024
Interval_11261	chr3	144197628	144197832	+	205	5.05565823276023	1.34740372950628	2.6956896372619	0.499836372437475	0.617190297347219	1	11	4	8.08833347578635	3.17869461845882
Interval_11262	chr3	146100855	146101089	+	235	2.61813297048891	-1.52704643275227	4.45880301486065	-0.34247900785543	0.731990439214324	1	3	8	2.20590912975991	6.35738923691765
Interval_11263	chr3	146469258	146469592	+	335	20.3025152031799	-0.0124878778819097	1.25084089965893	-0.00998358615017689	0.992034383074367	1	30	28	22.0590912975991	22.2508623292118
Interval_11264	chr3	146498003	146498222	+	220	6.98090806518922	-1.59744626239548	2.20122904336853	-0.725706517096883	0.468018705711354	1	5	14	3.67651521626652	11.1254311646059
Interval_11265	chr3	146543933	146544910	+	978	47.0201632081569	0.00928273282203923	0.790726307727031	0.0117395016851314	0.990633447997707	1	62	57	45.5887886817049	45.2963983130383
Interval_11266	chr3	146981784	146982146	+	363	3.95585071286128	-0.98648811741602	3.14444422398652	-0.313724158276006	0.753730550799403	1	6	11	4.41181825951983	8.74141020076177
Interval_11267	chr3	147135289	147135485	+	197	3.25446207499388	-1.33440647155601	3.74327440203555	-0.356481071980822	0.72148032467281	1	3	7	2.20590912975991	5.56271558230294
Interval_11268	chr3	147178901	147179131	+	231	2.57737455640626	0.887966529558109	5.17999413247068	0.17142230412809	0.863891718189126	1	2	1	1.47060608650661	0.794673654614706
Interval_11269	chr3	147695178	147695487	+	310	5.18063013981534	1.20989966001065	2.77298404836368	0.436316848171056	0.66260685949474	1	5	2	3.67651521626652	1.58934730922941
Interval_11270	chr3	148991268	148991844	+	577	37.0800550532618	-0.51057273035158	0.903962162494632	-0.564816484068946	0.572198593762431	1	44	58	32.3533339031454	46.091071967653
Interval_11271	chr3	149009755	149010156	+	402	29.143264544165	-0.683929556321588	1.01498372255167	-0.673833029166405	0.500417473539497	1	37	55	27.2062126003723	43.7070510038088
Interval_11272	chr3	149085968	149086758	+	791	59.1587076499852	0.055703870691796	0.699039083177524	0.079686346632567	0.936486718727621	1	82	73	60.294849546771	58.0111767868736
Interval_11273	chr3	149129256	149130024	+	769	34.6928875118702	-0.288901201470035	0.920648400812596	-0.313801882689462	0.753671514385393	1	46	52	33.823939989652	41.3230300399647
Interval_11274	chr3	149145970	149146380	+	411	18.227338647727	0.500952898309758	1.32822743557255	0.377158975107162	0.706055465923934	1	26	17	19.1178791245859	13.50945212845
Interval_11275	chr3	149225150	149225431	+	282	7.58812200266841	1.47293550666758	2.20344363803682	0.668469790305102	0.503833759344739	1	15	5	11.0295456487996	3.97336827307353
Interval_11276	chr3	149273276	149273563	+	288	11.6165672230814	-0.609522474955959	1.6265140180347	-0.374741605788581	0.707852646370647	1	17	24	12.5001517353062	19.072167710753
Interval_11277	chr3	149277389	149277635	+	247	4.93690983989311	-0.112023150048496	2.70670854160548	-0.0413872230151716	0.966987198627469	1	10	10	7.35303043253305	7.94673654614706
Interval_11278	chr3	149752191	149752821	+	631	25.1576902224961	0.438173226696821	1.14931496760408	0.381247298649787	0.703019755312983	1	41	28	30.1474247733855	22.2508623292118
Interval_11279	chr3	149812506	149813483	+	978	72.5324093994689	-0.44762649880394	0.641687172557134	-0.69757744575155	0.485441490657974	1	84	106	61.7654556332776	84.2354073891589
Interval_11280	chr3	149970144	149970369	+	226	10.0897371027608	-0.112023375371122	1.81755542136122	-0.0616340905232064	0.950854228228246	1	10	10	7.35303043253305	7.94673654614706
Interval_11281	chr3	150038713	150038905	+	193	3.29412592498166	-1.1120158266834	4.18467059863783	-0.265735569974223	0.790442867094351	1	1	2	0.735303043253305	1.58934730922941
Interval_11282	chr3	150184080	150184401	+	322	9.73621101268706	0.958364394083095	1.77289562038168	0.540564477155612	0.588807808007009	1	21	10	15.4413639083194	7.94673654614706
Interval_11283	chr3	150384924	150385267	+	344	25.8493667891318	0.244120100661128	1.11221720723473	0.21948959166715	0.826268686852006	1	32	25	23.5296973841058	19.8668413653677
Interval_11284	chr3	150408036	150409226	+	1191	88.4782965720649	-0.123800706438175	0.593005846477433	-0.208768104351036	0.834629271710466	1	122	123	89.7069712769032	97.7448595176089
Interval_11285	chr3	150546177	150547040	+	864	100.2477585867	0.118460253407827	0.585568975498476	0.202299401717766	0.839682667666034	1	149	127	109.560153444742	100.923554136068
Interval_11286	chr3	150603083	150603904	+	822	72.9979368209229	0.0299954377450833	0.6367703034248	0.0471055851438991	0.962429075979913	1	96	87	70.5890921523173	69.1366079514794
Interval_11287	chr3	150703570	150704241	+	672	32.8010999947712	0.062005809653322	0.968444683757489	0.0640261758810471	0.948949384224887	1	44	39	32.3533339031454	30.9922725299735
Interval_11288	chr3	150763104	150763999	+	896	84.4900629430588	-0.13825507501167	0.623932786063351	-0.221586488320285	0.824635801789873	1	109	111	80.1480317146102	88.2087756622324
Interval_11289	chr3	150779396	150779600	+	205	4.81738070446785	-1.11201979471267	2.89180074434902	-0.384542329510672	0.700576528632184	1	5	10	3.67651521626652	7.94673654614706
Interval_11290	chr3	151135575	151136038	+	464	8.84418870086201	0.624940920809879	1.92767744987842	0.324193718637574	0.745791377301821	1	15	9	11.0295456487996	7.15206289153236
Interval_11291	chr3	151161152	151161386	+	235	3.84974824973626	1.47292542734388	3.55439247552385	0.41439583205476	0.67858424084613	1	3	1	2.20590912975991	0.794673654614706
Interval_11292	chr3	151227622	151228136	+	515	17.8236747773469	0.525405916173194	1.32780090054261	0.395696309558524	0.692329078316475	1	28	18	20.5884852110925	14.3041257830647
Interval_11293	chr3	151633394	151633651	+	258	7.04222385326443	0.735971570057236	2.17679672904363	0.338098436219437	0.735289008945029	1	9	5	6.61772738927974	3.97336827307353
Interval_11294	chr3	152024898	152025265	+	368	4.73283123266657	-1.11201966079295	2.77289698541591	-0.401031724814023	0.688396766811485	1	5	10	3.67651521626652	7.94673654614706
Interval_11295	chr3	152135138	152135333	+	196	4.16918547791178	0.887968764311192	3.51550440760813	0.252586446027342	0.800587804968337	1	2	1	1.47060608650661	0.794673654614706
Interval_11296	chr3	152193764	152194006	+	243	7.3528275300532	-0.69698441298992	2.13915637984245	-0.325822094895771	0.744558960850678	1	6	9	4.41181825951983	7.15206289153236
Interval_11297	chr3	152268582	152269705	+	1124	50.2914991998472	-0.395816420132035	0.744725574646843	-0.531492986956618	0.595077199838304	1	69	84	50.735909984478	66.7525869876353
Interval_11298	chr3	152299009	152299416	+	408	20.1538736789674	0.0135073062326629	1.26701024250346	0.0106607711441812	0.991494096416995	1	24	22	17.6472730380793	17.4828204015235
Interval_11299	chr3	152309871	152310094	+	224	2.44191365891313	-1.52704440683344	4.74702790047236	-0.321684312553016	0.747691863436663	1	3	8	2.20590912975991	6.35738923691765
Interval_11300	chr3	152472126	152472389	+	264	9.79548883959034	0.887974991248831	1.81098261678012	0.490327727622051	0.623902009284929	1	18	9	13.2354547785595	7.15206289153236
Interval_11301	chr3	153160610	153160909	+	300	24.3402933194964	0.45501673133358	1.13915079995942	0.39943502769764	0.689572688638672	1	40	27	29.4121217301322	21.4561886745971
Interval_11302	chr3	153161034	153162266	+	1233	135.515048011761	-0.314963567232722	0.576350219269672	-0.546479478452929	0.584736390312096	1	192	221	141.178184304635	175.62287766985
Interval_11303	chr3	153209606	153209815	+	210	5.0320370340848	-0.112023059433285	2.99066953446446	-0.0374575185062514	0.970120211678856	1	3	3	2.20590912975991	2.38402096384412
Interval_11304	chr3	153221789	153222197	+	409	32.2189983944636	-0.260122075703772	0.965690293755893	-0.269363870990222	0.78764968575654	1	37	41	27.2062126003723	32.581619839203
Interval_11305	chr3	153718875	153719064	+	190	3.17786135352102	-0.696981261764282	3.79555432882661	-0.183630953842716	0.854302978373648	1	4	6	2.94121217301322	4.76804192768824
Interval_11306	chr3	153719255	153719448	+	194	5.81841089942286	-3.28193235261584	2.75725489938398	-1.19028978907575	0.233932512697066	1	1	9	0.735303043253305	7.15206289153236
Interval_11307	chr3	153768820	153769094	+	275	12.5632932860055	-0.112023417634809	1.59517647048134	-0.0702263478102874	0.944013503571533	1	16	16	11.7648486920529	12.7147784738353
Interval_11308	chr3	154323989	154324741	+	753	44.9949504671749	-0.621037008878811	0.800152577978961	-0.776148232187712	0.437661467995345	1	52	74	38.2357582491719	58.8058504414883
Interval_11309	chr3	155805809	155806540	+	732	37.0789423168647	-0.23066795809121	0.904200865616443	-0.255106986580853	0.798640468148115	1	35	38	25.7356065138657	30.1975988753588
Interval_11310	chr3	155854120	155854996	+	877	104.683693434234	0.0833721151092209	0.579667769018932	0.143827412123198	0.885636756179889	1	150	131	110.295456487996	104.102248754527
Interval_11311	chr3	155870146	155870813	+	668	100.685259065155	0.0206142047979688	0.581329203950216	0.0354604665616182	0.971712569648995	1	148	135	108.824850401489	107.280943372985
Interval_11312	chr3	156554890	156555446	+	557	77.3690067493457	-0.0713815622605372	0.619526361331656	-0.11521957210522	0.908271085693568	1	108	105	79.4127286713569	83.4407337345442
Interval_11313	chr3	156673932	156674835	+	904	118.334652699134	0.209904498851035	0.581097252889893	0.361220945043442	0.717934285821542	1	165	132	121.325002136795	104.896922409141
Interval_11314	chr3	156705739	156705975	+	237	3.41783673867915	-0.112022769791869	3.75699714764967	-0.029817102699146	0.976212918849555	1	3	3	2.20590912975991	2.38402096384412
Interval_11315	chr3	156816762	156817263	+	502	23.0708553598669	0.133088843684324	1.15676587314137	0.115052532906162	0.908403483225281	1	32	27	23.5296973841058	21.4561886745971
Interval_11316	chr3	157081734	157082149	+	416	16.345059417911	0.424028929534432	1.39010141471252	0.305034528449942	0.760339854803257	1	29	20	21.3237882543458	15.8934730922941
Interval_11317	chr3	157088855	157089654	+	800	56.3850588274357	-0.0750293333194045	0.723128617164542	-0.103756553866727	0.917362545301286	1	79	77	58.0889404170111	61.1898714053324
Interval_11318	chr3	157137458	157137711	+	254	12.3257855656292	0.555400465328331	1.58587571664065	0.350216892471772	0.726175930215444	1	27	17	19.8531821678392	13.50945212845
Interval_11319	chr3	157159701	157160655	+	955	61.1993254292435	-0.279480236732878	0.701192799624854	-0.398578303830848	0.690203950720253	1	65	73	47.7946978114648	58.0111767868736
Interval_11320	chr3	157174683	157175367	+	685	84.3478336195892	-0.172777559279449	0.607463206941038	-0.284424731086995	0.776084908609523	1	93	97	68.3831830225574	77.0833444976265
Interval_11321	chr3	158004544	158004829	+	286	4.45362993050566	0.15101009761789	3.35012250205895	0.0450759927510356	0.964046736976856	1	6	5	4.41181825951983	3.97336827307353
Interval_11322	chr3	158097832	158098273	+	442	14.7688574288767	0.762444681669782	1.50441054232242	0.506806260804823	0.612290762994244	1	22	12	16.1766669515727	9.53608385537648
Interval_11323	chr3	158109881	158110487	+	607	28.8802925128017	0.0630631059852361	1.0347241530382	0.0609467806468689	0.95140159309734	1	35	31	25.7356065138657	24.6348832930559
Interval_11324	chr3	158571150	158571368	+	219	8.46173478307856	0.335434789501274	1.90450846358545	0.176126699311055	0.860194405774116	1	15	11	11.0295456487996	8.74141020076177
Interval_11325	chr3	158644350	158644797	+	448	41.5279436496329	0.579853919515988	0.854751809620673	0.678388642164231	0.497525308571836	1	63	39	46.3240917249582	30.9922725299735
Interval_11326	chr3	158672416	158672838	+	423	24.3287935413617	-0.258864781473434	1.1311072469711	-0.22885962596971	0.818978021562009	1	28	31	20.5884852110925	24.6348832930559
Interval_11327	chr3	158748154	158748388	+	235	5.21121423665318	-0.696983140404795	2.65964423498824	-0.262058786372936	0.793276120349642	1	4	6	2.94121217301322	4.76804192768824
Interval_11328	chr3	158801754	158802501	+	748	40.6358881356276	0.180758114898677	0.880253227469751	0.205347858159246	0.837300355253417	1	49	40	36.0298491194119	31.7869461845882
Interval_11329	chr3	158977138	158977342	+	205	4.74780756651008	1.30300855907727	2.83743523990889	0.459220545635821	0.646075797963231	1	8	3	5.88242434602644	2.38402096384412
Interval_11330	chr3	159814155	159814345	+	191	6.12903185092114	3.3473936202689	2.67768689862125	1.25010643402426	0.211260669765654	1	11	1	8.08833347578635	0.794673654614706
Interval_11331	chr3	159929541	159929847	+	307	13.4202966124511	-0.264026279064603	1.63525295976786	-0.161458982530803	0.871731914640437	1	9	10	6.61772738927974	7.94673654614706
Interval_11332	chr3	159988660	159989161	+	502	32.5056259588849	0.013507314628267	0.990420478973746	0.0136379597504517	0.989118819780917	1	36	33	26.470909557119	26.2242306022853
Interval_11333	chr3	160399178	160399681	+	504	58.6512385399808	0.733001578958616	0.735962420208807	0.995976912449754	0.319261363023676	1	97	54	71.3243951955706	42.9123773491941
Interval_11334	chr3	160449377	160450061	+	685	53.1573635883417	0.130546709797078	0.735719668883579	0.177440831499281	0.859162137237961	1	84	71	61.7654556332776	56.4218294776441
Interval_11335	chr3	160565073	160565920	+	848	87.6234400587786	-0.530627578892629	0.599240452965545	-0.885500263319404	0.37588687765446	1	101	135	74.2656073685838	107.280943372985
Interval_11336	chr3	160645070	160645297	+	228	1.58956724980277	-0.112020995645612	6.76667966619534	-0.0165547951390756	0.98679178786387	1	1	1	0.735303043253305	0.794673654614706
Interval_11337	chr3	160700954	160701185	+	232	5.97720948775024	0.624940562245145	2.33571070673791	0.267559060478832	0.789038747269468	1	15	9	11.0295456487996	7.15206289153236
Interval_11338	chr3	160735352	160735618	+	267	3.62840527098725	-2.43393808477281	3.45443801713791	-0.70458293728176	0.481069820007604	1	2	10	1.47060608650661	7.94673654614706
Interval_11339	chr3	160755066	160756313	+	1248	99.7164693978043	-0.0321702475195077	0.586857791204205	-0.0548177906158421	0.956283626851229	1	130	123	95.5893956229296	97.7448595176089
Interval_11340	chr3	160792881	160793194	+	314	4.09161532732596	-1.6969771683471	3.33379663200328	-0.509022401683627	0.610736521950222	1	2	6	1.47060608650661	4.76804192768824
Interval_11341	chr3	160801768	160802245	+	478	15.4593384175843	0.653510382714945	1.50188301584013	0.435127354009914	0.663469989347075	1	17	10	12.5001517353062	7.94673654614706
Interval_11342	chr3	161221207	161221483	+	277	23.1490501088592	-0.318474224626193	1.15639628421931	-0.275402324421336	0.783007158480413	1	26	30	19.1178791245859	23.8402096384412
Interval_11343	chr3	161310882	161311394	+	513	21.6205190140343	-0.677620253388347	1.19372045455485	-0.567654052339281	0.570269896710128	1	25	37	18.3825760813326	29.4029252207441
Interval_11344	chr3	161336057	161336282	+	226	3.42136366103161	-0.112022731707192	3.84641140573599	-0.029123959943582	0.976765726629304	1	2	2	1.47060608650661	1.58934730922941
Interval_11345	chr3	161372117	161372409	+	293	7.90875457961811	-0.459945973919742	1.97700614649917	-0.232647720764147	0.816034968048679	1	11	14	8.08833347578635	11.1254311646059
Interval_11346	chr3	161772542	161772885	+	344	5.87866025978312	-1.69698142064945	2.41408345723873	-0.70295060245783	0.482086534309681	1	5	15	3.67651521626652	11.9201048192206
Interval_11347	chr3	163705443	163705681	+	239	3.15071627716011	-3.4339178861714	4.26467565078671	-0.805200246714647	0.420704134133426	1	1	10	0.735303043253305	7.94673654614706
