Geneid	Chr	Start	End	Strand	Length	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	UVR.11_R1.mLb.clN.bam.raw	UVR.14_R1.mLb.clN.bam.raw	DME.4_R1.mLb.clN.bam.raw	UVR.11_R1.mLb.clN.bam.pseudo	UVR.14_R1.mLb.clN.bam.pseudo	DME.4_R1.mLb.clN.bam.pseudo
Interval_8993	chr2	126971824	126972208	+	385	16.392460077875	0.305873060320652	1.26512474848369	0.241773043083107	0.808956027816576	1	16	20	10	14.0975449260624	24.3512412075777	15.4761130963031
Interval_8994	chr2	127106435	127106761	+	327	9.07117207288402	1.10632904492909	1.75365611490276	0.630870006683398	0.528125524516684	1	7	17	4	6.16767590515232	20.698555026441	6.19044523852126
Interval_8995	chr2	127137017	127137232	+	216	3.95349209940832	1.14157823676136	2.9846056206122	0.382488804844909	0.702098831249309	1	14	1	2	12.3353518103046	1.21756206037888	3.09522261926063
Interval_8996	chr2	127293982	127294189	+	208	10.4812543879156	-0.522092963874717	1.55374693811656	-0.336021877866157	0.736854368583929	1	7	11	9	6.16767590515232	13.3931826641677	13.9285017866728
Interval_8997	chr2	127387484	127388220	+	737	46.5052749844568	-0.101838199654828	0.70775831869963	-0.143888382466399	0.885588609669165	1	53	35	31	46.6981175675819	42.6146721132609	47.9759505985398
Interval_8998	chr2	127526239	127526958	+	720	60.8339339958035	-0.536474570196896	0.609349004673249	-0.880406082692413	0.37863936251926	1	59	45	50	51.9846969148553	54.7902927170497	77.3805654815157
Interval_8999	chr2	127701225	127701547	+	323	20.5829775986984	-0.2026567552144	1.09941256972071	-0.184331852114336	0.853753127662659	1	21	18	15	18.503027715457	21.9161170868199	23.2141696444547
Interval_9000	chr2	127810748	127811536	+	789	40.7695036493712	0.136099339510567	0.789981814640912	0.172281610776612	0.86321614066843	1	34	40	23	29.9572829678827	48.7024824151553	35.5950601214972
Interval_9001	chr2	127857881	127858361	+	481	27.0150438908081	-0.0216862439118303	0.97406819542475	-0.0222635786833938	0.982237701676418	1	33	16	16	29.0761864100038	19.4809929660621	24.761780954085
Interval_9002	chr2	127885876	127886725	+	850	60.3794164440938	-0.0485204833523999	0.645030391081688	-0.0752220112776906	0.940038071500015	1	82	36	39	72.24991774607	43.8322341736398	60.3568410755823
Interval_9003	chr2	128027348	128027580	+	233	43.7167961854706	-0.0500418102907572	0.733513375764105	-0.0682220828469943	0.94560884835248	1	48	34	28	42.2926347781873	41.397110052882	43.3331166696488
Interval_9004	chr2	128027895	128028562	+	668	66.5522967792754	0.414166731976281	0.600743955110108	0.689423053620855	0.490557079968223	1	77	63	35	67.8444349566755	76.7064098038696	54.166395837061
Interval_9005	chr2	128090894	128091358	+	465	34.2347380444407	0.388479368154557	0.8487974202953	0.457682079216739	0.647180864839911	1	53	28	20	46.6981175675819	34.0917376906087	30.9522261926063
Interval_9006	chr2	128233150	128233717	+	568	22.8240441224155	0.268131818880826	1.07048776431784	0.250476304184281	0.802219027293717	1	34	15	13	29.9572829678827	18.2634309056832	20.1189470251941
Interval_9007	chr2	128696181	128696383	+	203	3.03451334638517	0.627727604611954	3.69302689215793	0.169976451009583	0.865028656508607	1	4	1	1	3.52438623151561	1.21756206037888	1.54761130963031
Interval_9008	chr2	128821196	128821378	+	183	5.05548265816307	4.49545645304884	3.10428906116958	1.44814363755002	0.147576883591969	1	9	4	0	7.92986902091013	4.87024824151553	0
Interval_9009	chr2	129812123	129812334	+	212	12.218856875885	0.395571674282362	1.44867466538818	0.273057632423196	0.784808913938563	1	23	10	8	20.2652208312148	12.1756206037888	12.3808904770425
Interval_9010	chr2	130181533	130182240	+	708	61.5001191547298	0.461901074851102	0.624082931436539	0.740127716340326	0.459222502453701	1	78	52	31	68.7255315145544	63.3132271397019	47.9759505985398
Interval_9011	chr2	130342092	130343138	+	1047	124.953509743996	-0.251624566192485	0.513527770389326	-0.489992130321828	0.624139467624496	1	134	93	89	118.066938755773	113.233271615236	137.737406557098
Interval_9012	chr2	130391283	130391554	+	272	14.360482222012	0.52283030906651	1.34960664313474	0.387394587694181	0.698464110006772	1	17	17	8	14.9786414839414	20.698555026441	12.3808904770425
Interval_9013	chr2	130452945	130453255	+	311	7.40196852355155	0.435019672943069	1.88480771866405	0.230803210659287	0.817467686828596	1	8	8	4	7.04877246303122	9.74049648303106	6.19044523852126
Interval_9014	chr2	130583415	130583669	+	255	4.31306119509827	0.796308561661098	2.71669525117526	0.293116631803515	0.769433004481817	1	8	3	2	7.04877246303122	3.65268618113665	3.09522261926063
Interval_9015	chr2	130584800	130585020	+	221	5.53278424728697	-0.308305731731736	2.53679324826933	-0.12153364565365	0.903268366830491	1	14	0	5	12.3353518103046	0	7.73805654815157
Interval_9016	chr2	130590701	130590970	+	270	7.43569530161339	1.28971417006615	1.91903097264718	0.672065322784799	0.50154211148323	1	16	7	3	14.0975449260624	8.52293442265218	4.64283392889094
Interval_9017	chr2	130602277	130602684	+	408	7.39562289746903	0.0185902446872518	1.90102336262374	0.00977907218435969	0.99219755364364	1	17	3	6	14.9786414839414	3.65268618113665	9.28566785778189
Interval_9018	chr2	130603547	130603774	+	228	3.22617201650243	0.0812919994529456	3.57051383594848	0.0227675912173999	0.981835659782138	1	1	2	1	0.881096557878903	2.43512412075777	1.54761130963031
Interval_9019	chr2	130624422	130624634	+	213	6.22043138347864	1.01622551650943	2.16428308607431	0.469543713134457	0.638681046959718	1	17	3	3	14.9786414839414	3.65268618113665	4.64283392889094
Interval_9020	chr2	130638975	130639349	+	375	11.7862361383668	0.464286222654661	1.47676030785477	0.314395112182499	0.753220968003305	1	20	10	7	17.6219311575781	12.1756206037888	10.8332791674122
Interval_9021	chr2	130727488	130728100	+	613	38.361848374894	-0.380882595030113	0.803875353813007	-0.473808026609448	0.635636810261428	1	29	34	28	25.5518001784882	41.397110052882	43.3331166696488
Interval_9022	chr2	130797577	130798220	+	644	56.3228141014799	0.154873316325895	0.647364716338538	0.239236573166747	0.810922144618846	1	59	48	32	51.9846969148553	58.4429788981864	49.5235619081701
Interval_9023	chr2	131093333	131093992	+	660	34.5293261827635	-0.253766652866613	0.843093458141417	-0.300994688567547	0.763418544740384	1	30	34	26	26.4328967363671	41.397110052882	40.2378940503882
Interval_9024	chr2	131104645	131105356	+	712	30.742799392843	0.156643545928998	0.912974073602291	0.171575021085686	0.863771646495826	1	40	19	17	35.2438623151561	23.1336791471988	26.3093922637154
Interval_9025	chr2	131391544	131391766	+	223	5.69907949588686	-0.162175222085764	2.18459117215934	-0.0742359596397452	0.940822633123839	1	7	4	4	6.16767590515232	4.87024824151553	6.19044523852126
Interval_9026	chr2	131443863	131444047	+	185	4.89899538289159	-0.284565940068519	2.40053910874211	-0.118542513651291	0.905637811524854	1	6	4	4	5.28657934727342	4.87024824151553	6.19044523852126
Interval_9027	chr2	131492613	131493282	+	670	71.0148658609139	-0.285067297498905	0.569778289128604	-0.500312670626457	0.616854933691585	1	76	62	56	66.9633383987966	75.4888477434908	86.6662333392976
Interval_9028	chr2	131527631	131527961	+	331	12.9086063192013	-0.315579889981319	1.42633703653308	-0.221251977546893	0.824896239701854	1	9	12	9	7.92986902091013	14.6107447245466	13.9285017866728
Interval_9029	chr2	131672808	131673130	+	323	13.7290873289858	-0.276754861013188	1.37888775669705	-0.200708766662863	0.840926304403924	1	11	11	9	9.69206213666793	13.3931826641677	13.9285017866728
Interval_9030	chr2	131682325	131682729	+	405	20.6378579322335	0.628100785891127	1.12279816355659	0.559406673681713	0.575884207799865	1	24	26	11	21.1463173890937	31.656613569851	17.0237244059335
Interval_9031	chr2	131801648	131801931	+	284	11.6081513955492	-0.246405449882674	1.4564684123344	-0.16918008505776	0.865654993809848	1	12	15	11	10.5731586945468	18.2634309056832	17.0237244059335
Interval_9032	chr2	131801945	131802253	+	309	17.9818063792657	-0.72050153573605	1.17334292132249	-0.614058791034393	0.539176478219548	1	23	11	18	20.2652208312148	13.3931826641677	27.8570035733457
Interval_9033	chr2	132636195	132636464	+	270	7.31243935621039	0.437572709660305	1.89940012378781	0.230374160862794	0.817801037851303	1	6	13	5	5.28657934727342	15.8283067849255	7.73805654815157
Interval_9034	chr2	134119788	134120125	+	338	23.8941430206546	0.0963611897883763	1.02895668727684	0.0936494130218432	0.925387656145675	1	25	20	14	22.0274139469726	24.3512412075777	21.6665583348244
Interval_9035	chr2	134258615	134258851	+	237	12.3889635625173	1.29573984597466	1.48686990176605	0.871454755009585	0.383505899961397	1	17	19	5	14.9786414839414	23.1336791471988	7.73805654815157
Interval_9036	chr2	134670232	134670503	+	272	9.29068809049032	1.94990032176179	1.83274654326343	1.06392252050835	0.287363800035543	1	12	11	2	10.5731586945468	13.3931826641677	3.09522261926063
Interval_9037	chr2	134739875	134740128	+	254	12.3000933138478	0.783523261484002	1.49492677803426	0.524121497451726	0.600194037280231	1	25	8	6	22.0274139469726	9.74049648303106	9.28566785778189
Interval_9038	chr2	134918168	134918995	+	828	114.549471756996	0.489517314205149	0.529337397990447	0.924773719112858	0.35508362379287	1	143	89	54	125.996807776683	108.363023373721	83.571010720037
Interval_9039	chr2	135052073	135052859	+	787	28.8543522888572	0.58928106227278	0.956581406570128	0.616028137516992	0.537875949266847	1	46	20	14	40.5304416624295	24.3512412075777	21.6665583348244
Interval_9040	chr2	135308292	135308648	+	357	3.4382881060098	4.47364739491873	3.84534513190019	1.1633929443176	0.244670110904947	1	2	9	0	1.76219311575781	10.9580585434099	0
Interval_9041	chr2	135530613	135531890	+	1278	185.297149175637	-0.170385301679756	0.514656497528841	-0.331066065420086	0.740594583472439	1	194	142	125	170.932732228507	172.893812573801	193.451413703789
Interval_9042	chr2	135741490	135742263	+	774	76.1794179915006	-0.347983789445567	0.555023771484961	-0.626970964711186	0.530678267984607	1	80	60	59	70.4877246303122	73.053723622733	91.3090672681886
Interval_9043	chr2	135875732	135876642	+	911	52.2713720516441	-0.389799986545688	0.663158222655849	-0.587793339852739	0.556671014978832	1	56	35	39	49.3414072412186	42.6146721132609	60.3568410755823
Interval_9044	chr2	135985126	135985931	+	806	23.4353417317262	-0.0490028718539783	1.05945338553886	-0.0462529758485356	0.963108619002168	1	36	13	16	31.7194760836405	15.8283067849255	24.761780954085
Interval_9045	chr2	136008260	136008647	+	388	22.2550746416788	0.387150561264911	1.08350339701147	0.357313657098588	0.720857007049303	1	23	20	11	20.2652208312148	24.3512412075777	17.0237244059335
Interval_9046	chr2	136131755	136132567	+	813	50.8098900328716	-0.0047765884357071	0.67922826095373	-0.00703237587464355	0.994389022111738	1	52	41	31	45.817021009703	49.9200444755342	47.9759505985398
Interval_9047	chr2	136136249	136136592	+	344	52.7802565400914	-0.0846811602168779	0.675229724635111	-0.125410889253489	0.900198267799059	1	45	42	31	39.6493451045506	51.1376065359131	47.9759505985398
Interval_9048	chr2	136226061	136226284	+	224	7.82253351214091	0.400596778142323	1.89049611749377	0.211900344272271	0.832184782004098	1	7	5	3	6.16767590515232	6.08781030189442	4.64283392889094
Interval_9049	chr2	136238835	136239224	+	390	16.0968578266427	-0.394511971388476	1.2994995464202	-0.303587617614227	0.761442086323101	1	9	13	10	7.92986902091013	15.8283067849255	15.4761130963031
Interval_9050	chr2	136305529	136306037	+	509	13.6730791102678	-2.29207748338573	1.37663863897915	-1.66498122200421	0.0959165022315206	1	8	4	19	7.04877246303122	4.87024824151553	29.404614882976
Interval_9051	chr2	136327387	136327771	+	385	21.8938024671405	-0.734906388254067	1.08192179490234	-0.679260175473593	0.496973025113341	1	14	16	17	12.3353518103046	19.4809929660621	26.3093922637154
Interval_9052	chr2	137883742	137884016	+	275	2.64188121503347	-0.0491474007816641	4.09940221788266	-0.011988918912926	0.990434455848477	1	2	1	1	1.76219311575781	1.21756206037888	1.54761130963031
Interval_9053	chr2	138501428	138502093	+	666	28.531923738355	0.235943119617305	0.938833945238585	0.251315071013272	0.801570524021664	1	37	21	16	32.6005726415194	25.5688032679565	24.761780954085
Interval_9054	chr2	138731780	138732005	+	226	3.99109273487309	0.764232839273965	2.97767793324428	0.256653962049317	0.797445914189188	1	1	8	2	0.881096557878903	9.74049648303106	3.09522261926063
Interval_9055	chr2	139538605	139538796	+	192	3.82281206906055	2.36542098321419	3.15872040689471	0.74885418096868	0.453945099211988	1	3	11	1	2.64328967363671	13.3931826641677	1.54761130963031
Interval_9056	chr2	139645577	139645770	+	194	3.82062591256616	0.27023111922044	3.01877011373584	0.0895169585755634	0.928671076694255	1	7	1	2	6.16767590515232	1.21756206037888	3.09522261926063
Interval_9057	chr2	139954267	139954486	+	220	3.38716473996577	-1.79385330603897	3.51682389407312	-0.510077661000354	0.609997054837138	1	0	3	4	0	3.65268618113665	6.19044523852126
Interval_9058	chr2	142562912	142563120	+	209	4.4182586480346	-0.372145399609387	2.6235792558495	-0.141846448427147	0.887201294432705	1	4	3	3	3.52438623151561	3.65268618113665	4.64283392889094
Interval_9059	chr2	142868102	142868483	+	382	11.2941236854313	1.74361679378515	1.6203740300726	1.07605821953776	0.281901219616564	1	16	14	3	14.0975449260624	17.0458688453044	4.64283392889094
Interval_9060	chr2	143128766	143129381	+	616	33.4224255639199	0.84549993811795	0.908209355448345	0.930952685133443	0.351878039719088	1	30	38	13	26.4328967363671	46.2673582943976	20.1189470251941
Interval_9061	chr2	143452971	143453221	+	251	6.99640906441641	0.435265342915387	1.93607748498282	0.224818141986322	0.822120752066022	1	8	8	4	7.04877246303122	9.74049648303106	6.19044523852126
Interval_9062	chr2	143900846	143901170	+	325	6.24503816789169	1.1494588009051	2.10217420521112	0.546795217092702	0.584519429395061	1	15	6	3	13.2164483681835	7.3053723622733	4.64283392889094
Interval_9063	chr2	144183839	144184045	+	207	14.9649044956358	-0.284214099546074	1.31338609477634	-0.216397981276385	0.828677539701695	1	15	10	10	13.2164483681835	12.1756206037888	15.4761130963031
Interval_9064	chr2	144238085	144238344	+	260	8.49407642930614	0.328367750548391	1.72207830605963	0.190681079596052	0.848775462996904	1	11	8	5	9.69206213666793	9.74049648303106	7.73805654815157
Interval_9065	chr2	144320554	144320750	+	197	6.50916429969149	0.0484477612120094	2.11735129495169	0.0228813052078421	0.981744952775098	1	8	2	3	7.04877246303122	2.43512412075777	4.64283392889094
Interval_9066	chr2	144332030	144332815	+	786	51.0268031834234	-0.356138757817984	0.674773893959392	-0.527789769293322	0.597645258739042	1	53	33	36	46.6981175675819	40.1795479925031	55.7140071466913
Interval_9067	chr2	144459885	144460297	+	413	23.9034625841083	0.0131144609151865	1.16592280182797	0.0112481382940836	0.991025473361546	1	8	28	13	7.04877246303122	34.0917376906087	20.1189470251941
Interval_9068	chr2	144659793	144659992	+	200	18.258359508073	-0.402028286492735	1.18597490759468	-0.338985491107988	0.73462066017423	1	14	15	13	12.3353518103046	18.2634309056832	20.1189470251941
Interval_9069	chr2	144911128	144911373	+	246	4.27515684266194	2.23923351793755	2.90864387515846	0.769854823776101	0.441386014511617	1	11	4	1	9.69206213666793	4.87024824151553	1.54761130963031
Interval_9070	chr2	145289352	145289556	+	205	4.37873911862545	1.84026090710702	2.90140491887439	0.634265453655105	0.52590759790495	1	3	7	1	2.64328967363671	8.52293442265218	1.54761130963031
Interval_9071	chr2	147288309	147288485	+	177	4.63242779610777	1.62795189995993	2.79524769152782	0.582399872789136	0.560297367213479	1	4	5	1	3.52438623151561	6.08781030189442	1.54761130963031
Interval_9072	chr2	148020256	148021502	+	1247	102.730447985797	0.295481262594941	0.524802439981611	0.563033324702709	0.573412191911565	1	127	89	58	111.899262850621	108.363023373721	89.7614559585583
Interval_9073	chr2	148509357	148509694	+	338	21.1758174358742	0.271880124740595	1.09713014342333	0.247810276994358	0.804281203014207	1	26	18	12	22.9085105048515	21.9161170868199	18.5713357155638
Interval_9074	chr2	148524620	148524914	+	295	9.98401903694653	-0.718627828584656	1.59882839503492	-0.449471519780558	0.653091548609591	1	8	5	7	7.04877246303122	6.08781030189442	10.8332791674122
Interval_9075	chr2	148644222	148644439	+	218	13.0869110025922	0.612982797654861	1.43378485831165	0.427527738280539	0.668994986028135	1	17	11	6	14.9786414839414	13.3931826641677	9.28566785778189
Interval_9076	chr2	148644513	148644757	+	245	17.0173115615374	0.361312780472281	1.22633508706723	0.294628103103824	0.768277991453648	1	23	16	10	20.2652208312148	19.4809929660621	15.4761130963031
Interval_9077	chr2	148644984	148645526	+	543	48.9403547392384	0.00454710964333637	0.689540318836468	0.00659440720016079	0.994738462441423	1	54	40	31	47.5792141254608	48.7024824151553	47.9759505985398
Interval_9078	chr2	148645973	148646341	+	369	39.9476073502391	0.817198733059744	0.803885003530333	1.01656173391834	0.309361965727237	1	44	40	16	38.7682485466717	48.7024824151553	24.761780954085
Interval_9079	chr2	148926789	148927170	+	382	18.6626034547011	-0.349708596889394	1.14439747960676	-0.305583158929677	0.759922044701597	1	22	16	16	19.3841242733359	19.4809929660621	24.761780954085
Interval_9080	chr2	149049649	149049894	+	246	3.75356285720471	1.75269243721978	3.17525560002604	0.551984677140766	0.580958851500145	1	9	2	1	7.92986902091013	2.43512412075777	1.54761130963031
Interval_9081	chr2	149131715	149132048	+	334	4.52135979451379	-0.117615851290513	2.71398290484711	-0.0433369904727304	0.965432904775304	1	5	1	2	4.40548278939451	1.21756206037888	3.09522261926063
Interval_9082	chr2	149152606	149152980	+	375	9.0031516411365	0.306452049428467	1.68231301542285	0.182161135662046	0.855456271900229	1	12	7	5	10.5731586945468	8.52293442265218	7.73805654815157
Interval_9083	chr2	149330806	149330986	+	181	5.0066766572344	-0.845193075236176	2.40339385301869	-0.351666487860324	0.725088395929542	1	5	2	4	4.40548278939451	2.43512412075777	6.19044523852126
Interval_9084	chr2	149587551	149587968	+	418	38.6290466121438	0.118864429488155	0.78413496567882	0.151586697049346	0.879512926363737	1	51	32	25	44.9359244518241	38.9619859321243	38.6902827407579
Interval_9085	chr2	150397644	150397838	+	195	2.11880931328386	-2.64335543468655	5.76336507522349	-0.458647925332762	0.646487015010243	1	1	0	2	0.881096557878903	0	3.09522261926063
Interval_9086	chr2	150644465	150644729	+	265	3.68319575448503	3.97589713556778	3.64070281259119	1.09206857583029	0.274802960391282	1	6	3	0	5.28657934727342	3.65268618113665	0
Interval_9087	chr2	150913912	150914106	+	195	4.15438471866543	1.09264521540268	2.92441451324916	0.373628707713088	0.708680572643452	1	4	8	2	3.52438623151561	9.74049648303106	3.09522261926063
Interval_9088	chr2	151243156	151243328	+	173	2.52960365620239	-0.5669539630729	4.27778478925235	-0.13253447543629	0.894561556075656	1	1	1	1	0.881096557878903	1.21756206037888	1.54761130963031
Interval_9089	chr2	151261416	151261896	+	481	28.4823700868023	-0.244141219424246	0.9314736747671	-0.262102114142184	0.793242716895314	1	25	25	20	22.0274139469726	30.4390515094721	30.9522261926063
Interval_9090	chr2	151289617	151290152	+	536	16.8548518564237	-0.22814283306166	1.24431438312782	-0.183348224657004	0.854524797860317	1	13	19	13	11.4542552524257	23.1336791471988	20.1189470251941
Interval_9091	chr2	151409866	151410497	+	632	24.736270797936	0.0503514787539394	0.990969640523489	0.0508103141558814	0.959476671987004	1	31	25	18	27.313993294246	30.4390515094721	27.8570035733457
Interval_9092	chr2	151828197	151828843	+	647	59.8089024135503	0.259681628892773	0.628030593772928	0.413485635043225	0.679250844885541	1	71	49	33	62.5578556094021	59.6605409585653	51.0711732178004
Interval_9093	chr2	152004665	152004917	+	253	11.0295213067298	0.672307568574379	1.52162610099495	0.441834934439397	0.658608656880368	1	17	12	6	14.9786414839414	14.6107447245466	9.28566785778189
Interval_9094	chr2	152025728	152026088	+	361	22.0741348293762	-0.747363678376449	1.05819392880037	-0.706263434362833	0.480024328325518	1	18	22	23	15.8597380418203	26.7863653283354	35.5950601214972
Interval_9095	chr2	152175478	152176357	+	880	60.2038245821347	0.255245998748839	0.616657094486084	0.41391885544033	0.678933534488346	1	78	62	39	68.7255315145544	75.4888477434908	60.3568410755823
Interval_9096	chr2	152594436	152594715	+	280	4.67469950597868	3.59567573413773	3.24437918339497	1.10827851212359	0.267741552548244	1	5	2	0	4.40548278939451	2.43512412075777	0
Interval_9097	chr2	152612009	152612449	+	441	12.219163548857	1.00651476149385	1.49137242878298	0.674891624699814	0.499744622014956	1	16	14	5	14.0975449260624	17.0458688453044	7.73805654815157
Interval_9098	chr2	152717222	152718831	+	1610	224.960852849355	-0.092216493604251	0.511840003433822	-0.180166639937462	0.857021747317214	1	225	200	152	198.246725522753	243.512412075777	235.236919063808
Interval_9099	chr2	152730508	152730845	+	338	12.0347755463795	-0.0714781204359703	1.47310483125696	-0.0485220867648501	0.961300162478384	1	11	9	7	9.69206213666793	10.9580585434099	10.8332791674122
Interval_9100	chr2	153478468	153478912	+	445	16.7160054011563	0.14062946954586	1.25131735394333	0.11238513483625	0.910518041336417	1	31	11	12	27.313993294246	13.3931826641677	18.5713357155638
Interval_9101	chr2	154284652	154284842	+	191	2.43838673656067	1.87664455572268	4.9174026518614	0.381633290699169	0.702733387494069	1	1	1	0	0.881096557878903	1.21756206037888	0
Interval_9102	chr2	154717240	154717425	+	186	4.40431642865673	0.435072311091192	2.68330705602211	0.162140337280732	0.871195341887716	1	4	4	2	3.52438623151561	4.87024824151553	3.09522261926063
Interval_9103	chr2	154831590	154831837	+	248	1.93532226848925	2.23142901287674	6.01598923091955	0.370916390841954	0.710699806501908	1	3	0	0	2.64328967363671	0	0
Interval_9104	chr2	155588324	155588538	+	215	4.07104592218611	1.43550343173303	3.00313335801682	0.478001893555934	0.632648857307289	1	4	4	1	3.52438623151561	4.87024824151553	1.54761130963031
Interval_9105	chr2	156332349	156333202	+	854	54.419803092551	-0.403920298562415	0.651699592238164	-0.619795229846948	0.535392609595275	1	55	35	39	48.4603106833397	42.6146721132609	60.3568410755823
Interval_9106	chr2	156341405	156342084	+	680	46.6156073665741	-0.513243709097039	0.704218629577924	-0.728813024166449	0.466116043561145	1	47	30	36	41.4115382203084	36.5268618113665	55.7140071466913
Interval_9107	chr2	156342493	156343078	+	586	49.9316193272875	-0.0681653242658786	0.692454078254484	-0.0984402091149604	0.921582747455945	1	56	32	30	49.3414072412186	38.9619859321243	46.4283392889094
Interval_9108	chr2	156400674	156401281	+	608	42.3027723418706	0.464072768731428	0.76077796456913	0.609997647597822	0.5418633658674	1	48	39	21	42.2926347781873	47.4849203547764	32.4998375022366
Interval_9109	chr2	156436054	156436521	+	468	20.2326999673567	-0.693974482224948	1.12245251738267	-0.618266226390719	0.536399861013887	1	25	10	18	22.0274139469726	12.1756206037888	27.8570035733457
Interval_9110	chr2	156471053	156471273	+	221	5.06697643563032	2.56188050259109	2.65297943777559	0.965661650487242	0.334213515099965	1	7	10	1	6.16767590515232	12.1756206037888	1.54761130963031
Interval_9111	chr2	157045096	157045303	+	208	2.80360238782919	4.25922785564987	4.82534052841798	0.88267922866084	0.37740960792368	1	0	9	0	0	10.9580585434099	0
Interval_9112	chr2	157327722	157327913	+	192	7.84687193749867	-0.233808462519068	1.80921551621993	-0.129231957399732	0.897174109878354	1	8	5	5	7.04877246303122	6.08781030189442	7.73805654815157
Interval_9113	chr2	157404390	157404811	+	422	16.2025678922358	1.93738657832848	1.44254816105674	1.34303077750226	0.17926200816313	1	17	17	3	14.9786414839414	20.698555026441	4.64283392889094
Interval_9114	chr2	157413372	157413680	+	309	21.6050695509277	-0.361573505473631	1.06662267913355	-0.338989140721579	0.734617910798871	1	23	17	17	20.2652208312148	20.698555026441	26.3093922637154
Interval_9115	chr2	157453284	157453491	+	208	9.39562435451569	1.55045478964509	1.72385478838737	0.899411481807878	0.368433525654161	1	17	10	3	14.9786414839414	12.1756206037888	4.64283392889094
Interval_9116	chr2	157628557	157629111	+	555	29.2728853899137	0.17874355034727	0.915571123049356	0.195226286464732	0.845215801344195	1	33	28	18	29.0761864100038	34.0917376906087	27.8570035733457
Interval_9117	chr2	157876142	157876981	+	840	45.1154746244643	0.205065604571967	0.723601843837351	0.283395635760791	0.776873573482753	1	66	37	29	58.1523728200076	45.0497962340187	44.8807279792791
Interval_9118	chr2	158456437	158456908	+	472	47.646720387268	-0.101144377596758	0.722207647752012	-0.140048887479365	0.88862136435273	1	38	44	30	33.4816691993983	53.5727306566709	46.4283392889094
Interval_9119	chr2	158457677	158458138	+	462	25.2775332308501	-0.331091012889645	0.977404006849848	-0.338745299353483	0.734801612092058	1	35	19	22	30.8383795257616	23.1336791471988	34.0474488118669
Interval_9120	chr2	158891520	158891857	+	338	5.18706559435552	2.50346132633822	2.69787091975821	0.927939623798823	0.35343888908034	1	17	2	1	14.9786414839414	2.43512412075777	1.54761130963031
Interval_9121	chr2	159044234	159044538	+	305	6.90014182206878	-0.465605517558273	1.91269287899644	-0.243429315114389	0.807672836506158	1	7	6	6	6.16767590515232	7.3053723622733	9.28566785778189
Interval_9122	chr2	159118519	159118800	+	282	10.5483053905502	-0.0864845529338813	1.52662632556665	-0.0566507674376572	0.954823392880652	1	14	9	8	12.3353518103046	10.9580585434099	12.3808904770425
Interval_9123	chr2	159145188	159145499	+	312	12.6915943321318	0.269509286651401	1.47517821229804	0.182696086753856	0.855036486402017	1	9	12	6	7.92986902091013	14.6107447245466	9.28566785778189
Interval_9124	chr2	159286285	159287107	+	823	57.6755394831063	-0.0423308182050053	0.631547145503704	-0.067027170507189	0.946560072897138	1	74	45	40	65.2011452830388	54.7902927170497	61.9044523852126
Interval_9125	chr2	159516326	159516684	+	359	16.606575741666	0.837967067675293	1.30314479888404	0.643034502683732	0.52020171221786	1	21	12	6	18.503027715457	14.6107447245466	9.28566785778189
Interval_9126	chr2	159712142	159712739	+	598	64.8785007099524	-0.173233252553441	0.605822716352138	-0.285947106104797	0.774918633874849	1	58	53	42	51.1036003569764	64.5307892000808	64.9996750044732
Interval_9127	chr2	159903727	159905077	+	1351	65.381969011236	0.0820565979793802	0.60705588977749	0.13517140573244	0.892476354494931	1	93	48	43	81.941979882738	58.4429788981864	66.5472863141035
Interval_9128	chr2	160269877	160270239	+	363	21.4961816537686	-0.385201577335567	1.08691743271521	-0.354398195981916	0.723040486346983	1	17	19	16	14.9786414839414	23.1336791471988	24.761780954085
Interval_9129	chr2	160407034	160407240	+	207	11.4627483302939	-0.513860019204618	1.49400385844362	-0.34394825441745	0.73088520143552	1	10	7	8	8.81096557878903	8.52293442265218	12.3808904770425
Interval_9130	chr2	160429379	160429555	+	177	4.76220382410559	1.48474378346449	2.77179953323221	0.535660593655242	0.592193142871368	1	3	5	1	2.64328967363671	6.08781030189442	1.54761130963031
Interval_9131	chr2	160806562	160806784	+	223	5.71875500324195	2.30209053474667	2.52458184219297	0.911870035770743	0.361837136874385	1	5	9	1	4.40548278939451	10.9580585434099	1.54761130963031
Interval_9132	chr2	161077422	161078061	+	640	25.021768456041	0.144231379266831	1.02589132925085	0.140591284041903	0.888192834171054	1	41	15	16	36.124958873035	18.2634309056832	24.761780954085
Interval_9133	chr2	161136825	161137258	+	434	16.3863948635747	-0.112416233237566	1.26516297108862	-0.088855140251881	0.929197035364669	1	13	19	12	11.4542552524257	23.1336791471988	18.5713357155638
Interval_9134	chr2	161160302	161161038	+	737	39.8161183004659	0.0274976972304204	0.762849575084931	0.0360460281142046	0.971245657654406	1	54	36	29	47.5792141254608	43.8322341736398	44.8807279792791
Interval_9135	chr2	161237416	161237636	+	221	7.21246063043281	0.673995379652092	1.93522261701197	0.348277957133818	0.727631446475378	1	6	12	4	5.28657934727342	14.6107447245466	6.19044523852126
Interval_9136	chr2	161244448	161244969	+	522	21.0565131236049	-0.020734363634969	1.11442012763989	-0.0186055179018348	0.985155800949753	1	17	23	14	14.9786414839414	28.0039273887143	21.6665583348244
Interval_9137	chr2	161308164	161308784	+	621	44.4304523348572	-0.511853065784647	0.717766363893204	-0.713119326194568	0.475771921427092	1	53	31	39	46.6981175675819	37.7444238717454	60.3568410755823
