chr	start	end	Naive-B	Naive-T	CM	NK	memory-B	cDC	CD8T
chr2	226118662	226119162	7892.2329743	316.2594891763333					
chr17	77471397	77471897	2477.06718104						
chr12	92158838	92159338	2531.76582542	1381.956908964					
chr13	108212812	108213312	1303.0600060315						
chr16	31438965	31439465	961.017322005						
chr14	70018887	70019387	4633.75658788						
chr5	100706654	100707154	8173.54028823	964.03011814	284.052348495				
chr10	112448868	112449368	395.68230129599993						
chr4	173909229	173909729	3555.41188446	238.63634888425003					
chr1	178608325	178608825	2508.32354926	2828.04554207	504.79737235066665				
chr11	67416882	67417382	17042.5347693						
chr11	3722990	3723490	4907.24980976						
chr1	8113178	8113678	14338.8589187						
chr1	235642275	235642775	13987.224776199999						
chr1	40699719	40700219	1664.73380967						
chr6	38235155	38235655	286.65704584633335						
chr2	105798500	105799000	5165.11484754	4756.703382115					
chr16	4802076	4802576	14745.191705399999						
chr7	23017279	23017779	1182.3140036730001						
chr10	22503727	22504227	7212.40696562						
chr20	62678410	62678910	6634.16415364						
chr3	157064201	157064701	1044.715520856						
chr14	24911648	24912148	5149.48666343						
chr12	56020790	56021290	5297.95441245	1076.631981985					
chr16	74998669	74999169	1937.89482933						
chr1	28326451	28326951	1089.577416417						
chr11	60396072	60396572	535.2494024087999	426.94288053633335					
chr1	91753803	91754303	7446.82972723						
chr2	181352139	181352639	2015.016521685	886.3575115585					
chr8	60966034	60966534	1672.2156995	1226.281649342					
chr1	20078170	20078670	1859.7539087999999	1095.603008687					
chr13	98998817	98999317	7368.6888067						
chr13	28100359	28100859	8673.64217968	750.8775749829999	254.98918701724998				
chr11	75261404	75261904	7884.41888225						
chr4	184395320	184395820	312.91762508666665						
chr19	49552786	49553286	5422.97988531	288.998909936					
chr3	157437801	157438301	5884.01131648	709.0284755570001	279.91324297324996				
chr8	127163658	127164158	3805.46283018						
chr3	138135080	138135580	4375.89155011						
chr19	51224799	51225299	7290.54788616	844.5084121305					
chr22	24467200	24467700	693.0702449925						
chr16	12147602	12148102	825.537385431						
chr8	38805246	38805746	6024.66497345	2773.81521165	505.79737235066665				
chr3	5261062	5261562	838.4828198615						
chr20	51400329	51400829	24598.7617852						
chr10	69090657	69091157	6946.72783579						
chr3	97991209	97991709	4172.72515671						
chr21	21051568	21052068	2422.36853667						
chr9	137452787	137453287	2850.029364905						
chr6	132267686	132268186	654.2339417005						
chr2	86238304	86238804	4071.14196001	1682.81058648					
chr13	71591329	71591829	1797.24117237						
chr3	38067440	38067940	1198.272234235						
chr5	14109698	14110198	10041.1082891	699.0958372615					
chr19	10299844	10300344	3921.5946494150003						
chr10	74096711	74097211	1686.717632505						
chr18	72089383	72089883	935.126453141						
chr22	44182515	44183015	16745.5992712						
chr18	47677908	47678408	1089.577416417						
chr1	183554529	183555029	1375.931316694	727.9995022565					
chr3	31953588	31954088	616.292938563						
chr18	74065327	74065827	2850.029364905						
chr2	148813646	148814146	4672.82704815						
chr9	15328177	15328677	493.11364417133336						
chr14	92609576	92610076	1268.1307487675						
chr8	92514416	92514916	5868.38313237	847.521208265					
chr3	24494265	24494765	2603.31012833						
chr10	31961688	31962188	6430.99776025	941.152045411					
chr2	106094518	106095018	10158.3196699	4369.27697711					
chr1	116877868	116878368	9509.75002943	5316.75341668					
chr2	111057731	111058231	1230.188695369						
chr4	159077629	159078129	1934.8953224050001	967.042914275					
chr14	98230260	98230760	1686.717632505						
chr1	160262830	160263330	299.28733546633333						
chr14	42428895	42429395	1828.49754058	1331.069421133					
chr20	19968387	19968887	6094.99180193	309.64626106866666					
chr12	103806647	103807147	6782.63190266	683.1376066964999					
chr13	40539542	40540042	3914.86011893						
chr11	60848717	60849217	2281.7148797						
chr6	158293087	158293587	883.3447154235						
chr20	56722033	56722533	289.23188196325						
chr11	65403514	65404014	2195.75986711	4133.38462873	522.7524645483333	221.87106635525			
chr17	50828371	50828871	286.65704584633335						
chr8	60848343	60848843	3147.96613576						
chr1	153360185	153360685	2227.01623532						
chr2	3651979	3652479	5704.28719925						
chr2	238108865	238109365	1801.768089055						
chr5	131974907	131975407	7821.90614582						
chr2	143147065	143147565	299.28733546633333						
chr3	72625526	72626026	8743.96900816						
chr17	40576312	40576812	3008.4254407						
chr1	207322070	207322570	3147.96613576						
chr10	17409130	17409630	1969.15119755						
chr13	80551740	80552240	1182.3140036730001						
chr7	106346457	106346957	10767.8188501	657.246737835					
chr19	44750548	44751048	5939.177920169999						
chr2	60385676	60386176	4235.23789314						
chr9	127979227	127979727	1930.08073728						
chr14	105388559	105389059	6126.24817015	392.07760394466663	427.94288053633335				
chr12	105109465	105109965	1438.86998906						
chr7	73909136	73909636	8056.32890743	1050.741113126					
chr5	143898375	143898875	2101.99076246						
chr2	234564996	234565496	1230.188695369						
chr20	62134089	62134589	1137.4521081125	670.1921722655					
chr22	44604503	44605003	7837.53432992						
chr7	100380130	100380630	5891.82540854						
chr5	148914749	148915249	1508.11976638						
chr13	77387285	77387785	3110.0086374	4136.326952917667					
chr17	76327655	76328155	7032.68284839	995.9465792684999					
chr9	94669238	94669738	1211.217668667						
chr1	25796798	25797298	7681.25248885	3311.5513769199997					
chr10	70600756	70601256	8572.05898298						
chr18	10401478	10401978	2953.72679632						
chr7	35919575	35920075	799.6465165705001	850.5340043995					
chr1	205311230	205311730	1633.14523924	3754.1023622350003	399.02416538566666				
chr1	243713580	243714080	6337.2286556						
chr19	53987909	53988409	312.91762508666665						
chr12	11731958	11732458	1617.51705513						
chr4	15809081	15809581	6399.74139203						
chr9	95494994	95495494	17097.2334136						
chr15	40743782	40744282	16378.3369447	9249.580779079999					
chr7	22662707	22663207	1953.52301344						
chr9	114340347	114340847	2680.23357444						
chr22	21861802	21862302	3800.188554145						
chr1	109369084	109369584	5094.78801905	938.1392492760001					
chr2	44941411	44941911	1501.80866143						
chr10	13440393	13440893	3367.87367517						
chr9	35619361	35619861	21973.226855200002						
chr6	166286709	166287209	1539.37613459	1178.4069576465					
chr1	165884571	165885071	5008.83300646						
chr1	178581754	178582254	2603.31012833						
chr8	19907976	19908476	1303.0600060315						
chr2	24343155	24343655	731.9065482835001						
chr5	169637000	169637500	4157.096972599999	652.6433334090001					
chr11	66100713	66101213	16823.7401917						
chr2	45909713	45910213	4978.42599972						
chr8	133015494	133015994	706.0156794224999						
chr1	229133830	229134330	8681.45627173						
chr19	13841367	13841867	13713.7315544						
chr7	18221583	18222083	4625.94249583	292.0074406923333					
chr1	231663163	231663663	5133.85847932						
chr6	151798080	151798580	667.179376131						
chr5	165188669	165189169	13596.520173500001	1347.0276517	271.4220588746667				
chr22	17106823	17107323	17761.4312382	588.6797104556666	457.1949290206667	316.92734092775004			
chr10	61815497	61815997	654.2339417005						
chr17	7081626	7082126	986.9081908635						
chr17	64332665	64333165	369.76358614500003						
chr16	30949964	30950464	493.11364417133336						
chr2	136051609	136052109	7501.52837161						
chr1	110433696	110434196	6196.57499863						
chr9	87556833	87557333	1319.018236593						
chr10	35092641	35093141	616.292938563						
chr2	213151607	213152107	7001.42648017						
chr11	35343116	35343616	5469.86443763						
chr8	141094094	141094594	6360.67093176	1069.7121398230001	364.4836913706667				
chr22	43067370	43067870	6227.83136685						
chr13	75762452	75762952	8697.08445584						
chr11	35943750	35944250	8540.80261476	896.2901498505	490.37667433150006				
chr2	196233755	196234255	961.017322005						
chr9	87554914	87555414	12393.149997299999	1670.7594019399999					
chr19	17302423	17302923	1745.749258845						
chr4	104771240	104771740	1835.8030964250001						
chr4	81609758	81610258	1872.850899925						
chr11	64879136	64879636	11463.273042899998						
chr12	89181404	89181904	381.7186783423333						
chr1	11335332	11335832	26341.3043132						
chr12	124719823	124720323	6329.41456355	1207.31062264					
chr10	124093912	124094412	5196.37121575	1066.699343688					
chr10	114544211	114544711	11885.2340138						
chr1	243452045	243452545	6813.88827088	1101.628600957					
chr8	19614177	19614677	1805.05526442	1239.227083769					
chr2	32947588	32948088	693.0702449925						
chr22	31493928	31494428	1044.715520856						
chr6	151240767	151241267	540.7075567456667						
chr2	62303646	62304146	3899.23193483						
chr6	131524613	131525113	10478.6974441						
chr9	34171649	34172149	10048.922381100001	1369.011474532					
chr12	11834859	11835359	2758.37449498						
chr12	122872328	122872828	799.6465165705001						
chr11	68003369	68003869	3117.82272945						
chr2	46841586	46842086	1548.78910323						
chr3	4898573	4899073	1680.02979156						
chr1	87180002	87180502	2695.86175855	357.80849394766665					
chr2	201980197	201980697	286.65704584633335						
chrX	10110971	10111471	3571.04006857						
chr1	70932321	70932821	782.2565615166667						
chr1	235946543	235947043	6087.17770988	1698.7688170400002					
chr11	107859784	107860284	369.76358614500003						
chr5	131252107	131252607	667.179376131						
chr5	123549492	123549992	3031.86771686	6020.52341582					
chr6	144352290	144352790	3727.32190964						
chr7	36736801	36737301	2305.15715586						
chr14	75298334	75298834	6892.02919142						
chr4	123657547	123658047	312.91762508666665						
chrX	65663114	65663614	786.7010821395						
chr18	79825827	79826327	1835.8030964250001						
chr9	134930341	134930841	1249.1597220655						
chr14	38065044	38065544	14151.320709399999						
chr4	152665962	152666462	2813.07313935	421.44662135425006					
chr11	63553728	63554228	21730.9900015						
chr9	121604170	121604670	4532.17339118						
chr1	111689443	111689943	1945.70892139						
chr6	158826953	158827453	2641.16311417	1378.944112829					
chr2	98487495	98487995	473.4833545513334						
chr1	109291074	109291574	7095.19558482	1236.2142876340001					
chr12	89928426	89928926	1073.6191858500001	670.1921722655					
chr11	122883080	122883580	369.76358614500003						
chr15	51619251	51619751	8212.6107485	1153.4103386745					
chr10	124043106	124043606	7665.62430474	392.07760394466663					
chr16	81442331	81442831	10760.004758						
chrX	53088543	53089043	7540.59883188						
chr10	22134213	22134713	1303.0600060315						
chr20	50165988	50166488	15815.722316799998						
chr3	141234314	141234814	5899.63950059						
chr21	38979560	38980060	6688.86279802						
chr2	233114514	233115014	6040.29315756						
chr2	239223406	239223906	2523.95173336						
chr11	121483001	121483501	2641.16311417						
chr8	42740991	42741491	4539.98748324						
chr17	81396584	81397084	8329.82212931						
chr9	137274521	137275021	354.1332965246667						
chr16	53865448	53865948	2703.6758505999996	521.419131215					
chr3	8954829	8955329	1686.717632505						
chr11	68813743	68814243	1594.07477897	747.8647788485					
chr20	40676359	40676859	1789.42708031						
chr22	46684661	46685161	2297.34306381	1714.7270476049998					
chr7	155265501	155266001	4418.375965159999						
chr18	36075781	36076281	4758.78206074	727.9995022565					
chr16	11080239	11080739	1501.80866143						
chr19	17281889	17282389	1150.3975425395						
chr2	74017122	74017622	12057.144039						
chr12	27250746	27251246	2211.38805121						
chr12	2323473	2323973	2133.24713068						
chr11	119192353	119192853	3375.68776722	657.246737835					
chr5	172850039	172850539	4821.29479717	2333.71281903					
chr10	61899009	61899509	540.7075567456667						
chr10	30493995	30494495	26653.867995400004	756.903167252	598.013043789	249.31455721625			
chr10	22596570	22597070	3633.552805						
chrX	68186821	68187321	2742.74631087						
chr13	76745759	76746259	4085.179890575						
chrX	120790008	120790508	1625.33114718						
chr3	129549318	129549818	5001.01891441	301.9625328893333					
chr7	142012765	142013265	6141.87635426						
chr7	16754254	16754754	1249.1597220655	712.0412716915					
chr6	127204918	127205418	592.2596304752						
chr3	81485329	81485829	3813.27692224	350.1952658403334					
chr2	238098364	238098864	2078.5484862999997						
chr13	46401381	46401881	1758.1707121	944.1648415459999					
chr12	6392521	6393021	515.4106004586666						
chr21	34989767	34990267	4680.641140199999						
chr1	84403293	84403793	1984.77938166						
chr4	139237886	139238386	9195.350448680001						
chr18	66639194	66639694	1416.88616623						
chr11	110835145	110835645	1198.272234235						
chr6	130931594	130932094	1501.80866143						
chr14	75120830	75121330	4922.87799387	652.6433334090001					
chr11	72969909	72970409	1906.63846112						
chr2	38533160	38533660	3297.54684669	2202.37408546	217.7773533875				
chr7	151086014	151086514	15003.0567432						
chr3	45024809	45025309	2867.77178373						
chr1	25474553	25475053	5110.41620316						
chr7	22565341	22565841	3907.04602688						
chr6	36758439	36758939	4085.179890575	279.01641424825					
chr8	29108026	29108526	1319.018236593						
chr4	39484662	39485162	3344.43139901						
chr18	11995399	11995899	6852.95873115						
chr12	4118063	4118563	4250.86607725						
chr7	8063263	8063763	436.58671887025						
chr10	13882154	13882654	10760.004758						
chr5	140306367	140306867	7095.76158935						
chr16	85055319	85055819	1971.9431259100002	1819.84486586					
chr6	148771833	148772333	1508.11976638						
chr7	149846652	149847152	566.9959822763334						
chr22	44455253	44455753	17917.7130793	6026.549008069999					
chr1	151989420	151989920	11846.1635535	1403.940731795					
chrX	49273329	49273829	8392.33486574						
chr8	96620527	96621027	5102.60211111						
chr12	4471959	4472459	8556.43079887						
chr4	12118590	12119090	12346.2654449	334.898309553	412.31259091600003				
chr2	127407932	127408432	1121.4938775455						
chr5	177462214	177462714	7485.9001875						
chr17	36674142	36674642	6751.37553445						
chr10	29804118	29804618	3414.75822749						
chr17	2399457	2399957	7134.26604508						
chr20	23631899	23632399	3477.27096392						
chr10	98349578	98350078	4672.82704815						
chrX	129731180	129731680	2227.37070443						
chr17	15257253	15257753	274.69342289266666						
chr17	77436962	77437462	11486.715318999999	488.5089468203334	440.23130606700005				
chr22	39576324	39576824	760.8102132785						
chr4	2746139	2746639	5352.65305683						
chr4	110068243	110068743	381.7186783423333						
chr3	195129529	195130029	3141.26500561	288.998909936					
chr1	160567391	160567891	2899.02815195						
chr8	6920657	6921157	473.4833545513334						
chr11	66335036	66335536	1903.87311117						
chr1	41751980	41752480	16854.99656	1875.86369606	303.629199556				
chr6	20256498	20256998	2984.98316454	414.98778833899996					
chr2	69985571	69986071	13557.449713299999	1024.8502442625	351.5285991736667				
chr13	48656529	48657029	274.69342289266666						
chr15	40906218	40906718	4039.88559179	2563.24952869					
chr2	109032431	109032931	5102.60211111						
chr8	23504936	23505436	395.68230129599993						
chr13	50751757	50752257	1044.715520856						
chr8	89780985	89781485	5258.88395218	421.44662135425006					
chr7	76411654	76412154	1570.63250281						
chr19	18969506	18970006	4118.02651233						
chr2	54048366	54048866	5501.12080585						
chr5	81506856	81507356	7235.84924178	448.91503424633333					
chr4	38071858	38072358	4141.46878849	384.060542432					
chr9	35976747	35977247	5304.70223214						
chr2	240964666	240965166	782.2565615166667						
chr6	139030470	139030970	2672.41948239						
chr12	40171484	40171984	1750.35662004						
chr13	46385738	46386238	1337.989263295	805.6721088395					
chr1	24916078	24916578	9939.52509238						
chr3	53354987	53355487	760.8102132785						
chr15	40069062	40069562	1531.56204254						
chr15	81312959	81313459	5079.15983494						
chr1	223621382	223621882	339.169673571						
chr21	44657463	44657963	28833.999678400003						
chr8	60173741	60174241	11666.4394363						
chr15	70459934	70460434	10885.0302309						
chr1	113859427	113859927	2500.5094572						
chr19	44448299	44448799	1773.7988962000002						
chr5	83377107	83377607	3508.52733214						
chr1	157709230	157709730	369.76358614500003						
chr19	47370155	47370655	13604.334265600002	1101.628600957					
chr1	8106748	8107248	7524.97064777						
chr2	47083828	47084328	6141.87635426						
chr14	105840360	105840860	760.8102132785						
chr20	3420183	3420683	11799.2790012						
chr1	202164680	202165180	21863.8295664	5349.894174159999					
chr12	4135774	4136274	6915.47146758	320.601353266					
chr21	41953749	41954249	7165.5224133						
chr9	90808824	90809324	12252.4963403	283.052348495	477.1585519743333				
chr15	81265182	81265682	566.9959822763334						
chr2	144666005	144666505	9195.350448680001						
chr16	27367576	27368076	13924.7120398						
chr15	70140574	70141074	5157.30075548						
chr5	176630326	176630826	1586.26068691						
chr5	150399629	150400129	1867.56800085	912.2483804175001					
chr2	70134054	70134554	515.4106004586666						
chr3	149881835	149882335	2578.65037774						
chr12	124669189	124669689	7571.85520009						
chr2	70510171	70510671	6907.65737553						
chr10	33666871	33667371	1191.5222477576665	414.98778833899996					
chr22	21816595	21817095	2437.99672077						
chr5	56316245	56316745	2016.03574987						
chr5	157215112	157215612	13127.6746503						
chr18	24039638	24040138	7337.43243848						
chr4	174658181	174658681	354.1332965246667						
chr19	8640241	8640741	17003.464309	1614.7405717350002					
chr8	113437620	113438120	2219.20214327						
chr11	119694351	119694851	4399.33382627						
chr5	134736097	134736597	592.2596304752						
chr1	41728635	41729135	3649.18098911						
chr17	42929126	42929626	5735.54356746	271.08872554133336	316.59282250966663				
chr2	209619670	209620170	2603.31012833						
chr17	41120247	41120747	2398.9262605	650.3268956740001					
chr7	157357489	157357989	1012.7990597275						
chr12	13537612	13538112	1971.9431259100002						
chr12	68175728	68176228	15378.1331618						
chr13	75803019	75803519	7188.96468946						
chr12	124626170	124626670	21691.9195412	2663.56605102					
chr12	101747673	101748173	4078.95605206						
chr4	184819697	184820197	7118.63786098	301.9625328893333					
chr19	54551227	54551727	18386.5586025						
chr13	48286858	48287358	2977.16907248	1504.821457565	317.17734092775004				
chr1	22075751	22076251	4391.51973421						
chr16	16008623	16009123	961.017322005						
chr12	67988658	67989158	1680.02979156	970.05571041	238.88634888425003				
chr17	8145989	8146489	2383.2980764000004						
chr20	63941626	63942126	2767.7896193799997						
chr17	82241509	82242009	17769.2453303	1431.9501469					
chr1	47232202	47232702	961.017322005						
chr8	125611645	125612145	1828.49754058	232.74897846625					
chr12	107320077	107320577	10924.1006912						
chr6	130106304	130106804	2144.236709015						
chr1	109991336	109991836	1781.61298826	641.2885072705					
chr6	52536486	52536986	325.20605061733335						
chr8	59066728	59067228	1012.7990597275						
chr12	113416246	113416746	9650.403686399999	316.2594891763333	479.4918853076667				
chr7	157401680	157402180	5646.04244523						
chr6	7731220	7731720	395.68230129599993						
chr13	29434458	29434958	1984.77938166	1223.2688532070001					
chr9	35728148	35728648	854.4410504264999						
chr9	105191079	105191579	1648.77342334						
chr10	84177568	84178068	29052.7942559	12529.291473235					
chr13	48574002	48574502	2398.9262605						
chr5	158816237	158816737	1182.3140036730001						
chr18	12867641	12868141	423.93434978000005						
chr2	127954804	127955304	2789.63086319						
chr13	21017338	21017838	1230.188695369						
chr12	110668979	110669479	1734.72843594	1188.339595943					
chr4	11098448	11098948	2297.34306381	870.399280992					
chr3	157130433	157130933	11916.490382						
chrX	19874887	19875387	1745.749258845	2767.7896193799997	370.43025281166666	294.65651176425	834.5961995218335		
chr6	18330683	18331183	10064.550565200001	346.1867350836667	519.4106004586666				
chr17	40107112	40107612	1625.33114718						
chr1	11985792	11986292	6110.61998604	462.203459777					
chr14	58637552	58638052	3680.43735732						
chr12	11780759	11781259	1523.74795048	225.56795059775					
chr7	77192917	77193417	2789.63086319						
chr4	106659281	106659781	4579.0579435						
chr1	65791390	65791890	3527.2484022549997						
chr5	68041206	68041706	3921.5946494150003						
chr5	178113874	178114374	1089.577416417						
chr19	46778527	46779027	1883.19618496						
chr20	53759818	53760318	369.76358614500003						
chr9	76615003	76615503	5516.74898996	909.2355842825					
chr9	121156379	121156879	1672.2156995						
chr7	65980710	65981210	21918.5282108	847.521208265	607.3549078786666				
chr11	118319354	118319854	6118.4340781						
chr6	142551308	142551808	3008.4254407						
chr6	45454211	45454711	439.8979727336667						
chr2	41456200	41456700	9470.67956916						
chr5	151482988	151483488	8954.94949361	1082.657574255	303.2958662226667				
chr6	71324312	71324812	2391.11216845						
chr11	34371376	34371876	4078.95605206						
chr16	50330146	50330646	1903.87311117	683.1376066964999					
chr8	142869124	142869624	2953.72679632						
chr2	86552933	86553433	7142.08013714						
chr5	134994457	134994957	1375.931316694						
chr4	74932670	74933170	2164.50349889	1598.78234117					
chr16	70408810	70409310	815.6047471355						
chr9	110112636	110113136	1589.743952765	535.1028593943333					
chr7	74235755	74236255	1482.83763473						
chrX	57282498	57282998	2078.5484862999997						
chr4	155758710	155759210	5243.25576807	5884.05333984	292.674107359	538.7047406087501			
chr1	1137206	1137706	3039.68180891	1757.800443385					
chr8	143461836	143462336	15721.9532122	6264.55990272					
chr5	135395726	135396226	1121.4938775455						
chr2	215846138	215846638	6931.09965169	366.82555546033336	321.601353266				
chr11	15799999	15800499	10556.8383646	1362.985882262					
chr1	202018350	202018850	1523.79248426						
chr8	25185310	25185810	5954.33814497	902.3157421205001	424.93076498000005				
chr5	1478237	1478737	6266.90182712	873.412077127					
chr8	47632581	47633081	760.8102132785						
chr2	219543775	219544275	1867.56800085						
chr12	52691081	52691581	5743.35765951						
chr13	41955593	41956093	5304.70223214						
chr6	125269523	125270023	6649.79233775						
chr22	19106188	19106688	395.68230129599993						
chr7	100373791	100374291	3195.96364999	628.34307284					
chr18	21602172	21602672	1734.72843594	3160.0173203000004	417.65445500566665	324.54245690425			
chr8	29101334	29101834	922.1810187144999	628.34307284					
chr3	134486420	134486920	1150.3975425395						
chr8	142608981	142609481	5805.87039594						
chr12	15576138	15576638	773.755647709						
chr2	28952883	28953383	4102.39832822	698.318530832					
chr20	37714905	37715405	4954.13436208	724.986706122	293.0074406923333				
chr1	58755466	58755966	11533.5998714						
chr6	167103106	167103606	2344.22761613	1592.7567488999998	292.06919686375	388.936387661			
chr19	51433003	51433503	1672.2156995						
chr19	40674229	40674729	5626.14627871						
chr6	24522330	24522830	1397.915139525	1214.230464802					
chr17	57666210	57666710	1375.931316694						
chr6	22302698	22303198	2539.57991747						
chr10	23014977	23015477	1773.7988962000002						
chr10	125015199	125015699	22613.9824036	740.944936687					
chr13	49530340	49530840	5219.81349191	1185.326799808					
chr9	80163809	80164309	1121.4938775455	870.399280992					
chr2	190532450	190532950	1726.91434388						
chr3	72158197	72158697	1137.4521081125						
chr19	3065601	3066101	3117.82272945	1290.1145715994999	307.63773031233336				
chr11	60377664	60378164	13713.7315544	559.391284925	512.8059031073334				
chr4	74933869	74934369	731.9065482835001	258.43607126025					
chr8	29409536	29410036	473.4833545513334						
chr3	71356230	71356730	1711.71425147						
chr3	129606906	129607406	8548.61670682						
chr3	31234221	31234721	9791.05734336						
chr3	4987820	4988320	423.93434978000005						
chr8	121811690	121812190	654.2339417005	860.4666426955	363.99704103375				
chr14	35365423	35365923	15440.645898199999						
chr15	65293134	65293634	1089.577416417						
chr5	68425018	68425518	1594.07477897						
chr4	83172360	83172860	1044.715520856						
chr20	41011590	41012090	3680.43735732	2085.20508267	293.3407740256667				
chr2	12031782	12032282	2219.20214327	1002.8664214305					
chr2	112010714	112011214	3438.20050366						
chr2	54680389	54680889	395.68230129599993						
chr12	108853753	108854253	2031.66393398						
chr12	68374221	68374721	2055.10621014	3238.3500197949998	296.0159714486667				
chr3	31947503	31948003	986.9081908635						
chr2	101117756	101118256	4609.076371525						
chr20	64107889	64108389	6712.242230375						
chr10	311897	312397	1121.4938775455						
chr22	22201074	22201574	2144.236709015						
chr6	24236744	24237244	3188.14955793						
chr2	57962809	57963309	1319.018236593						
chr17	39122938	39123438	1249.1597220655						
chr12	31403057	31403557	4418.375965159999	258.43607126025					
chr8	144685705	144686205	17065.9770454	6748.3957840250005					
chr12	22409564	22410064	29701.3638963	12215.960675235					
chr4	107993903	107994403	935.126453141	756.903167252					
chr20	39568103	39568603	1211.217668667						
chr1	92784916	92785416	6360.67093176	10280.851307005001	692.6433334090001	268.85124275425	1138.0727428678	961.7845144651666	
chr1	227785333	227785833	1773.758673945						
chr16	29318651	29319151	7149.89422919						
chr7	151471610	151472110	2055.077121325						
chr18	12307352	12307852	3703.87963348						
chr11	128610907	128611407	7376.50289875	3839.3549038949996	309.979594402				
chr2	201157490	201157990	5297.95441245	467.54532386666665					
chr3	53169248	53169748	6321.60047149						
chr6	41283659	41284159	2633.34902212						
chr16	75468758	75469258	9009.64813799	1353.053243965					
chr1	160307354	160307854	2750.56040292						
chr4	69751070	69751570	883.3447154235						
chr1	91791707	91792207	6704.49098213						
chr2	130796173	130796673	20136.9152225						
chrX	17737065	17737565	8267.30939288	5733.41353314	490.175613487				
chr3	69330894	69331394	4915.06390182	292.0074406923333					
chr1	9080221	9080721	274.69342289266666						
chr5	14011373	14011873	1734.72843594	1488.863227	322.60197072875				
chr14	103136916	103137416	423.93434978000005						
chr17	29645630	29646130	825.537385431						
chr4	165222540	165223040	3664.80917321						
chr3	183868770	183869270	4696.26932431	844.5084121305					
chr1	224170643	224171143	6259.08773506						
chr19	10848130	10848630	8322.00803726	1220.256057072					
chr10	124569755	124570255	1356.960289992	698.318530832					
chr21	35316905	35317405	1611.7277755999999						
chr4	40452151	40452651	354.1332965246667						
chr7	128005123	128005623	838.4828198615						
chr6	32585629	32586129	1883.19618496						
chr6	36692140	36692640	3281.91866258	2171.351874225	385.72720909866666				
chr2	20330151	20330651	667.179376131						
chr2	104781130	104781630	3047.6496134299996						
chr20	20734361	20734861	13580.8919894						
chr21	31675918	31676418	1903.87311117	712.0412716915					
chr15	26098671	26099171	1883.19618496						
chr15	89825223	89825723	18113.0653806	414.98778833899996	322.2680199326667				
chr14	65305523	65306023	948.071887573						
chr4	26864848	26865348	4586.87203556						
chr3	189355793	189356293	8329.82212931	4750.677789845					
chr11	121430230	121430730	2039.47802603	620.6348026526667					
chr14	22772328	22772828	289.23188196325						
chr1	178580187	178580687	654.2339417005						
chr7	134444332	134444832	4711.89750842	279.01641424825					
chr4	40720859	40721359	5126.04438727						
chr2	74503091	74503591	16573.689246						
chr2	217798942	217799442	10275.531050700001	426.94288053633335	399.357498719				
chr1	42952445	42952945	4813.48070512	2776.828007785					
chr19	50639102	50639602	4799.77677789						
chr5	10442485	10442985	4719.71160047	931.2194071145					
chr17	69581522	69582022	2000.40756576						
chr15	32849938	32850438	2648.97720623	288.998909936					
chr1	156090127	156090627	1089.577416417						
chr22	41936657	41937157	1463.86660803						
chr9	128587351	128587851	4282.12244546						
chr19	46612118	46612618	7634.36793653	3942.68422236					
chr6	37516440	37516940	16737.7851792						
chr20	23155238	23155738	3242.84820231						
chr2	46438137	46438637	325.20605061733335						
chr7	70778484	70778984	2766.18858703						
chr9	37432708	37433208	1567.76012993						
chr6	3370247	3370747	2641.16311417	1707.807205445					
chr8	89241325	89241825	7032.68284839						
chr11	63236047	63236547	3063.12408507						
chr11	68282013	68282513	1567.76012993						
chr2	159287080	159287580	6235.6454588999995	488.5089468203334					
chr7	118898	119398	7181.15059741	673.2049684					
chr5	75710623	75711123	2656.79129828						
chr11	71991417	71991917	8548.61670682	419.9963190953333	374.1054502346667				
chr8	22700844	22701344	2570.83628569	1459.959562005					
chr21	25424023	25424523	799.6465165705001						
chr5	126748081	126748581	744.851982714						
chr10	89738713	89739213	1758.1707121	1341.00205943					
chr12	94147231	94147731	1044.715520856						
chr10	45460402	45460902	854.4410504264999						
chr16	20410246	20410746	3313.17503079						
chr7	2824767	2825267	693.0702449925						
chr1	149997533	149998033	2258.27260354	4487.670276254999	450.581700913	346.86358228849997			
chr8	23559053	23559553	1820.68344853	1513.8598459650002	918.6116504238	291.81919686375			
chr15	90812459	90812959	2094.17667041						
chr10	104120852	104121352	14893.659454499999						
chr1	178579331	178579831	2297.34306381	1403.940731795					
chr1	15681866	15682366	1797.24117237	1776.77147008					
chr15	42511046	42511546	4969.76254619	663.272330104	346.21675356325				
chr12	32264942	32265442	3828.90510634	1472.90499643					
chr10	32349124	32349624	906.2227881475001						
chr5	40384944	40385444	6266.90182712						
chr9	33221229	33221729	1397.915139525						
chr16	9077261	9077761	1463.86660803	1124.5066736805002					
chr11	77589661	77590161	473.4833545513334						
chr16	67803816	67804316	1906.63846112						
chr3	107684614	107685114	2977.16907248						
chr11	60759325	60759825	3297.54684669						
chr15	45058517	45059017	706.0156794224999						
chr6	52684933	52685433	5485.49262174	421.44662135425006					
chr1	154820153	154820653	369.76358614500003						
chr18	12606876	12607376	6548.20914105						
chr8	73012406	73012906	1268.1307487675						
chr11	45339990	45340490	2570.83628569						
chr5	76738954	76739454	25544.2669237						
chr17	78535420	78535920	4118.02651233						
chr15	75335755	75336255	5243.25576807						
chr4	174464896	174465396	1883.19618496						
chr3	58234099	58234599	625.3302767055						
chr9	99235861	99236361	1953.52301344	2165.326281955					
