chr	start	end	Naive-B	Naive-T	CM	NK	memory-B	cDC	CD8T
chr12	92055812	92056312	0.8948	0.4465					
chr1	159646681	159647181	0.9977	0.0466	0.0495				
chr3	71489157	71489657	1.0						
chr20	5085352	5085852	1.0						
chr21	29184027	29184527	0.9984	0.0379	0.0412				
chr12	100143189	100143689	1.0						
chr12	42094114	42094614	1.0						
chr2	55408370	55408870	1.0						
chr8	8744494	8744994	0.8787	0.4774					
chr19	7348607	7349107	1.0						
chr8	127920931	127921431	1.0						
chr7	155282614	155283114	0.9871	0.1077	0.1188				
chr19	7575384	7575884	1.0						
chr1	11670602	11671102	1.0						
chr11	60119665	60120165	0.9811	0.1783	0.0753				
chr18	70036659	70037159	1.0						
chr11	47388145	47388645	0.9758	0.2187					
chr16	57994728	57995228	1.0						
chr10	22609972	22610472	0.9741	0.2261					
chr20	19932053	19932553	1.0						
chr11	75801654	75802154	1.0						
chr1	204418322	204418822	1.0						
chr13	28582841	28583341	1.0						
chr3	45497952	45498452	1.0						
chr2	181340830	181341330	1.0						
chr5	172830917	172831417	0.9867	0.1627					
chr2	38106437	38106937	1.0						
chr20	50260510	50261010	0.9867	0.1589	0.0357				
chr16	85755622	85756122	0.7908	0.6121					
chr11	126062777	126063277	0.9232	0.3842					
chr15	75034539	75035039	0.9958	0.0669	0.0631				
chr5	143428112	143428612	1.0						
chr9	134356896	134357396	1.0						
chr2	20050129	20050629	0.9904	0.1314	0.0428				
chrX	135516285	135516785	1.0						
chr16	1991121	1991621	1.0						
chr14	22427588	22428088	0.9974	0.0716					
chr4	163607322	163607822	1.0						
chr9	137277438	137277938	0.9996	0.0284					
chr2	127639967	127640467	0.7353	0.6777					
chr21	15508501	15509001	1.0						
chr4	2364648	2365148	1.0						
chr20	5645313	5645813	0.883	0.4694					
chr12	12010134	12010634	0.9985	0.0547					
chr15	59412851	59413351	0.9014	0.433					
chr21	23811731	23812231	1.0						
chr11	59416937	59417437	1.0						
chr12	116336042	116336542	1.0						
chr2	104976505	104977005	0.8407	0.5355	0.0798				
chr8	23509184	23509684	1.0						
chr6	127341703	127342203	0.8929	0.4504					
chr1	24749055	24749555	0.9481	0.3181					
chr2	217107354	217107854	1.0						
chr4	106707734	106708234	1.0						
chr14	106061806	106062306	1.0						
chr2	151646425	151646925	1.0						
chr7	2528506	2529006	1.0						
chr7	116150531	116151031	1.0						
chr2	39099859	39100359	1.0						
chr7	38256435	38256935	1.0						
chr3	183161542	183162042	0.9046	0.4262					
chr20	18805719	18806219	1.0						
chr7	5661807	5662307	1.0						
chr11	114163880	114164380	0.9869	0.1613					
chr17	64174814	64175314	0.9974	0.072					
chr20	4822435	4822935	0.556	0.826	0.0741	0.0561			
chr4	101205850	101206350	1.0						
chr20	32113530	32114030	1.0						
chr2	85963690	85964190	1.0						
chr13	77300517	77301017	1.0						
chr22	16601025	16601525	1.0						
chr2	241035427	241035927	1.0						
chr5	122598930	122599430	1.0						
chr7	20330459	20330959	0.8439	0.5008	0.1921				
chr6	7224770	7225270	1.0						
chr12	16407291	16407791	1.0						
chr9	137423705	137424205	1.0						
chr2	68806340	68806840	1.0						
chr3	188446032	188446532	1.0						
chr2	16862408	16862908	0.9878	0.1556					
chr9	107587434	107587934	0.9951	0.0986					
chr12	92671523	92672023	1.0						
chr11	36411196	36411696	0.999	0.0358	0.0285				
chr17	70072856	70073356	1.0						
chr16	89098433	89098933	1.0						
chr2	160482642	160483142	1.0						
chr15	92832341	92832841	1.0						
chr10	12043765	12044265	0.9721	0.112	0.1059	0.177			
chr6	169959083	169959583	0.5851	0.811					
chr15	90388460	90388960	0.9942	0.103	0.0319				
chr2	10065444	10065944	0.9908	0.0816	0.1075				
chr6	6879461	6879961	1.0						
chr3	112858271	112858771	0.4846	0.8747					
chr12	1605921	1606421	0.9983	0.0328	0.0473				
chr6	130259945	130260445	1.0						
chr11	8327722	8328222	1.0						
chr10	92690800	92691300	1.0						
chr15	69798581	69799081	1.0						
chr2	134262543	134263043	0.9511	0.3089					
chr6	108741919	108742419	0.9955	0.0809	0.0485				
chr19	29842759	29843259	1.0						
chr10	27452876	27453376	0.9868	0.1619					
chr19	52538827	52539327	1.0						
chr15	64153392	64153892	0.8944	0.4472					
chr7	101882803	101883303	1.0						
chr15	100919648	100920148	1.0						
chr10	127254244	127254744	1.0						
chr10	116947870	116948370	1.0						
chr5	160293880	160294380	1.0						
chr17	10845057	10845557	1.0						
chr7	99155167	99155667	1.0						
chr7	148856835	148857335	1.0						
chr3	39065103	39065603	1.0						
chr16	84823	85323	1.0						
chr16	89039895	89040395	1.0						
chr13	109361468	109361968	1.0						
chr5	75051067	75051567	1.0						
chr16	4976003	4976503	0.8736	0.4867					
chr2	47695310	47695810	1.0						
chr2	174006932	174007432	1.0						
chr17	4397081	4397581	0.7002	0.709	0.0835				
chr19	45645958	45646458	1.0						
chr14	102853575	102854075	1.0						
chr3	119219010	119219510	1.0						
chr6	135094266	135094766	0.9602	0.2792					
chr12	31590941	31591441	0.8183	0.5702	0.0717				
chr1	6359632	6360132	1.0						
chr5	96931543	96932043	1.0						
chr2	10350755	10351255	0.9824	0.1868					
chr21	40546589	40547089	1.0						
chr3	169940412	169940912	0.8419	0.5136	0.1658				
chr7	150367913	150368413	1.0						
chr4	105461215	105461715	1.0						
chr16	11257186	11257686	1.0						
chr9	136055549	136056049	1.0						
chr17	69761572	69762072	1.0						
chr18	814484	814984	1.0						
chr12	124380144	124380644	0.9986	0.0354	0.0393				
chr15	74007745	74008245	1.0						
chr11	65355409	65355909	1.0						
chr6	16726105	16726605	1.0						
chr2	196259797	196260297	1.0						
chr15	75201560	75202060	1.0						
chr7	13035156	13035656	1.0						
chr15	91920946	91921446	1.0						
chr21	14542671	14543171	1.0						
chr1	100995577	100996077	1.0						
chr6	143964483	143964983	1.0						
chr15	85555077	85555577	0.9959	0.0401	0.0515	0.0632			
chr5	178334852	178335352	1.0						
chr5	180975285	180975785	0.8323	0.5543					
chr5	17317438	17317938	1.0						
chr5	143435188	143435688	0.924	0.3825					
chr1	31954581	31955081	0.9992	0.0409					
chr12	46386807	46387307	0.8308	0.5566					
chr8	28442660	28443160	0.9327	0.3436	0.0866	0.0672			
chr7	90595083	90595583	1.0						
chr6	24874729	24875229	1.0						
chr6	33093797	33094297	1.0						
chr17	63983289	63983789	1.0						
chr17	688077	688577	0.9728	0.2315					
chr7	16816860	16817360	1.0						
chr2	73034557	73035057	0.9966	0.0823					
chr12	113232825	113233325	0.9991	0.0253	0.031	0.0164			
chr12	6426401	6426901	1.0						
chr2	233124641	233125141	0.7546	0.6562					
chr15	88401294	88401794	1.0						
chr7	36175843	36176343	0.9988	0.0396	0.03				
chr16	47643567	47644067	1.0						
chr3	196278378	196278878	1.0						
chr1	173410779	173411279	1.0						
chr4	20623883	20624383	1.0						
chr12	104575410	104575910	1.0						
chr1	203361786	203362286	0.9945	0.1046					
chr1	100452551	100453051	1.0						
chr6	14121747	14122247	0.999	0.0349	0.0277				
chr4	184853450	184853950	1.0						
chr15	64110927	64111427	1.0						
chr17	68225023	68225523	0.8314	0.5557					
chr12	108723372	108723872	0.9909	0.1343					
chr12	27180798	27181298	1.0						
chr4	80017497	80017997	1.0						
chr6	8881644	8882144	1.0						
chr7	107633363	107633863	1.0						
chr12	6533544	6534044	1.0						
chr22	36405664	36406164	1.0						
chr22	22884897	22885397	0.9176	0.3932	0.0587				
chr22	19780323	19780823	1.0						
chr12	113142580	113143080	0.9988	0.0489					
chr16	67390370	67390870	0.9994	0.0231	0.0261				
chr12	6954261	6954761	1.0						
chr11	59078404	59078904	0.9138	0.4061					
chr2	55530413	55530913	0.8526	0.5225					
chr4	54233207	54233707	1.0						
chr20	19701381	19701881	0.85	0.5268					
chr20	34895177	34895677	1.0						
chr11	47393642	47394142	0.9895	0.1346	0.0521				
chr9	136365766	136366266	0.99	0.1411					
chr11	130616510	130617010	1.0						
chr12	52081367	52081867	0.8805	0.4741					
chrX	101374418	101374918	1.0						
chr9	35114791	35115291	0.9991	0.028	0.032				
chr17	82099260	82099760	0.9909	0.1349					
chr2	203786810	203787310	1.0						
chr8	119495569	119496069	1.0						
chr3	184336857	184337357	1.0						
chr2	181430343	181430843	1.0						
chr7	17983593	17984093	1.0						
chr5	115274482	115274982	0.9843	0.1766					
chr2	63778309	63778809	1.0						
chr17	41679050	41679550	1.0						
chr11	12223870	12224370	1.0						
chr18	58551945	58552445	0.7774	0.629					
chr8	80138510	80139010	1.0						
chr20	63552631	63553131	0.9562	0.2926					
chr5	132979445	132979945	1.0						
chr2	31222047	31222547	0.9023	0.4311					
chr8	42175235	42175735	0.9886	0.1505					
chr5	124651265	124651765	0.9718	0.2356					
chr3	107861860	107862360	0.9005	0.4348					
chr4	82213425	82213925	1.0						
chr11	47879411	47879911	1.0						
chr5	107475067	107475567	1.0						
chr1	107877699	107878199	1.0						
chr10	12265577	12266077	0.8098	0.564	0.116	0.1131			
chr17	47352764	47353264	1.0						
chr6	159677898	159678398	1.0						
chr6	45439891	45440391	1.0						
chr2	68792750	68793250	1.0						
chr20	57398821	57399321	1.0						
chr6	170147348	170147848	1.0						
chr2	179234798	179235298	0.9938	0.1114					
chr17	10251068	10251568	1.0						
chr11	116924939	116925439	0.7991	0.6012					
chr6	25366926	25367426	1.0						
chr8	86523179	86523679	0.8786	0.4776					
chr19	33302928	33303428	1.0						
chr17	40070437	40070937	1.0						
chr7	128422836	128423336	1.0						
chr3	176964586	176965086	0.9971	0.0755					
chr5	124920974	124921474	0.9174	0.3979					
chr15	40045026	40045526	1.0						
chr2	229415629	229416129	0.996	0.0896					
chr16	50589047	50589547	0.5056	0.8585	0.0469	0.0714			
chr10	88792611	88793111	0.995	0.0996					
chr14	20387470	20387970	0.9804	0.1968					
chr15	44724252	44724752	1.0						
chr14	81436281	81436781	1.0						
chr15	77014395	77014895	1.0						
chr6	69866404	69866904	0.8756	0.4791	0.0615				
chr12	29067379	29067879	1.0						
chr4	110484004	110484504	1.0						
chr14	64632632	64633132	1.0						
chrX	42989717	42990217	1.0						
chr1	9655068	9655568	1.0						
chr12	68634098	68634598	1.0						
chr15	91319198	91319698	1.0						
chr8	123019458	123019958	1.0						
chr11	73217998	73218498	0.9971	0.0739	0.018				
chr19	18478898	18479398	0.9961	0.0859	0.0187				
chr3	27722099	27722599	1.0						
chrX	12891047	12891547	1.0						
chr9	33748863	33749363	1.0						
chr3	112113884	112114384	0.9486	0.3164					
chr5	77590289	77590789	0.935	0.3546					
chr11	120794798	120795298	1.0						
chr8	121382682	121383182	1.0						
chr22	25562926	25563426	0.9687	0.2483					
chr6	87796695	87797195	1.0						
chr3	194134801	194135301	0.8889	0.4581					
chr12	9971179	9971679	0.9751	0.1829	0.1255				
chr4	88957557	88958057	1.0						
chr2	191377186	191377686	1.0						
chr4	139856990	139857490	1.0						
chr14	29799637	29800137	1.0						
chr16	84597419	84597919	0.9752	0.2211					
chr14	105842176	105842676	1.0						
chr13	110464091	110464591	0.4334	0.9012					
chr20	49584853	49585353	1.0						
chr11	60018034	60018534	1.0						
chr1	2576561	2577061	1.0						
chr5	124934958	124935458	1.0						
chr11	119509982	119510482	0.999	0.0291	0.0325				
chr3	196169838	196170338	1.0						
chr5	16555929	16556429	1.0						
chr14	98957131	98957631	1.0						
chr3	114405138	114405638	1.0						
chr14	97543170	97543670	1.0						
chr8	89886223	89886723	1.0						
chr13	71275147	71275647	1.0						
chr12	79997105	79997605	1.0						
chr15	78105882	78106382	1.0						
chr11	45923154	45923654	1.0						
chr14	69703001	69703501	0.9982	0.0424	0.0426				
chr7	150388817	150389317	1.0						
chr16	68382302	68382802	1.0						
chr20	43983865	43984365	1.0						
chr22	18024348	18024848	0.8434	0.5373					
chr16	56888750	56889250	1.0						
chr17	79340182	79340682	0.8179	0.5544	0.1537				
chr6	37039756	37040256	1.0						
chr5	61319705	61320205	0.9399	0.3414					
chr11	14587216	14587716	1.0						
chr6	41426242	41426742	1.0						
chr19	1667627	1668127	1.0						
chr3	98563515	98564015	1.0						
chr8	64630283	64630783	1.0						
chr1	25775462	25775962	1.0						
chr8	142277356	142277856	1.0						
chr8	134719440	134719940	0.5986	0.8011					
chr7	148570360	148570860	1.0						
chr13	99153988	99154488	1.0						
chr7	6026736	6027236	0.9967	0.07	0.0401				
chr7	66632411	66632911	1.0						
chr17	6948643	6949143	1.0						
chr15	95872229	95872729	1.0						
chr2	47917511	47918011	0.6889	0.7249					
chr18	45637230	45637730	1.0						
chr10	79938704	79939204	0.9937	0.1065	0.0196	0.0283			
chr13	28530974	28531474	1.0						
chr2	232310090	232310590	1.0						
chr17	14201016	14201516	0.8472	0.5312					
chr12	11728891	11729391	1.0						
chr5	56673115	56673615	0.9802	0.1978					
chr12	68978594	68979094	1.0						
chr1	171212885	171213385	0.9966	0.0829					
chr1	53106360	53106860	1.0						
chr17	2101389	2101889	1.0						
chr17	2816623	2817123	0.7729	0.6346					
chr20	5090156	5090656	0.9956	0.0936					
chr12	110165668	110166168	1.0						
chr11	35050500	35051000	1.0						
chr3	128487005	128487505	1.0						
chrX	47218440	47218940	1.0						
chr3	153285326	153285826	1.0						
chr17	47698788	47699288	1.0						
chr9	126635626	126636126	1.0						
chr12	4156201	4156701	1.0						
chr5	150401773	150402273	1.0						
chr4	76306108	76306608	1.0						
chr6	14722710	14723210	1.0						
chr3	46928252	46928752	0.999	0.0456					
chr3	46934772	46935272	1.0						
chr8	58321341	58321841	0.993	0.1184					
chr7	128735379	128735879	0.9545	0.288	0.077				
chr4	121696836	121697336	0.9947	0.1033					
chr10	21954069	21954569	1.0						
chr17	81387116	81387616	0.9931	0.1177					
chr3	178968955	178969455	0.8367	0.5477					
chr6	6392627	6393127	0.8278	0.561					
chr1	198671128	198671628	0.8719	0.4898					
chr15	86611564	86612064	1.0						
chr17	78816994	78817494	1.0						
chr2	239231046	239231546	1.0						
chr14	102646026	102646526	1.0						
chr1	228500285	228500785	1.0						
chr9	121298798	121299298	1.0						
chr8	58881833	58882333	0.9933	0.1153					
chr16	19173595	19174095	1.0						
chr3	67290396	67290896	0.9954	0.0597	0.0743				
chrX	22063253	22063753	1.0						
chr12	106228096	106228596	1.0						
chr11	68869631	68870131	1.0						
chr16	89719225	89719725	0.9952	0.0918	0.0335				
chr10	15141650	15142150	1.0						
chr7	16989723	16990223	1.0						
chr13	49597125	49597625	1.0						
chr3	60430943	60431443	1.0						
chr5	80070291	80070791	1.0						
chr19	2486056	2486556	0.9086	0.4178					
chr20	58847378	58847878	1.0						
chr21	32717952	32718452	0.9915	0.1298					
chr3	122074685	122075185	0.9836	0.1803					
chr4	143911505	143912005	1.0						
chr5	172800652	172801152	1.0						
chr10	7180246	7180746	1.0						
chr3	11770407	11770907	1.0						
chr10	75014454	75014954	1.0						
chr16	85868431	85868931	0.8392	0.5439					
chr12	111360999	111361499	1.0						
chr13	109162720	109163220	0.9204	0.3909					
chr8	42898180	42898680	0.9883	0.1522					
chr9	136995742	136996242	1.0						
chr2	227164025	227164525	0.9954	0.0963					
chr22	33569113	33569613	0.9262	0.3771					
chr6	132351947	132352447	0.9109	0.4126					
chr1	230191070	230191570	0.9988	0.0299	0.0396				
chr15	57591621	57592121	1.0						
chr12	11555811	11556311	1.0						
chr17	55425076	55425576	1.0						
chr13	99277551	99278051	0.9937	0.1117					
chr21	33205399	33205899	1.0						
chr20	3159624	3160124	1.0						
chr7	139916940	139917440	0.9965	0.0835					
chr10	31318156	31318656	1.0						
chr10	75932912	75933412	1.0						
chr17	65202866	65203366	1.0						
chr2	98039385	98039885	1.0						
chr10	13566956	13567456	0.9882	0.1533					
chr12	14954138	14954638	1.0						
chr22	31286245	31286745	1.0						
chr6	69886986	69887486	1.0						
chr6	107459965	107460465	0.9916	0.1294					
chr10	11685808	11686308	1.0						
chr3	72099076	72099576	1.0						
chr20	20780347	20780847	0.9989	0.0281	0.0332	0.0191			
chr5	7878503	7879003	1.0						
chr9	98010483	98010983	1.0						
chr11	47454162	47454662	1.0						
chr11	61955588	61956088	1.0						
chr17	56793862	56794362	0.9901	0.1407					
chr4	141640630	141641130	0.9954	0.0961					
chr2	238381671	238382171	1.0						
chr6	148363984	148364484	1.0						
chr6	134593736	134594236	1.0						
chr14	50061677	50062177	1.0						
chrX	136759938	136760438	1.0						
chr12	122878201	122878701	1.0						
chr1	180127546	180128046	1.0						
chr4	85761713	85762213	0.9844	0.1759					
chr11	14074985	14075485	1.0						
chr15	74400486	74400986	1.0						
chr5	74630399	74630899	1.0						
chr6	41936101	41936601	1.0						
chr14	100547858	100548358	0.9985	0.0449	0.032				
chr5	90021081	90021581	0.9908	0.1352					
chr6	11459300	11459800	1.0						
chr19	2698775	2699275	0.8634	0.497	0.0865				
chr19	40765516	40766016	1.0						
chr10	5659783	5660283	1.0						
chr10	28336594	28337094	1.0						
chr6	148448312	148448812	1.0						
chr10	43140463	43140963	1.0						
chr10	92712506	92713006	0.8303	0.5505	0.0868				
chr6	16901215	16901715	1.0						
chr3	53275125	53275625	1.0						
chr3	148943468	148943968	1.0						
chr16	50685910	50686410	1.0						
chr3	184785742	184786242	1.0						
chr3	54862448	54862948	1.0						
chr19	17074313	17074813	0.9926	0.1213					
chr20	3093754	3094254	0.9962	0.087					
chr11	10606030	10606530	0.9662	0.2577					
chr6	149468115	149468615	0.7973	0.6036					
chr4	78766508	78767008	0.9792	0.2027					
chr16	88765762	88766262	1.0						
chr1	16162299	16162799	1.0						
chr2	218895938	218896438	1.0						
chr2	180539498	180539998	1.0						
chr5	147617020	147617520	1.0						
chr12	54462970	54463470	1.0						
chr22	39099381	39099881	0.823	0.568					
chr8	42293001	42293501	1.0						
chr8	100475939	100476439	1.0						
chr5	159332742	159333242	0.746	0.6659					
chr10	11583271	11583771	1.0						
chr17	76479613	76480113	1.0						
chr1	205663425	205663925	1.0						
chr20	63874184	63874684	1.0						
chr8	25243526	25244026	0.9993	0.0227	0.0294				
chr2	238141492	238141992	1.0						
chr19	16435420	16435920	1.0						
chr1	220961953	220962453	1.0						
chr2	227507869	227508369	1.0						
chr3	188242370	188242870	0.9458	0.3247					
chr9	108078761	108079261	1.0						
chr20	1674342	1674842	1.0						
chrX	118631485	118631985	1.0						
chr12	14153497	14153997	1.0						
chr6	29641730	29642230	1.0						
chr11	19625443	19625943	0.9909	0.1347					
chr12	14975451	14975951	1.0						
chr18	57729187	57729687	1.0						
chr16	8944356	8944856	0.8216	0.5619	0.0961				
chr7	139875702	139876202	0.9969	0.0783					
chr22	22865550	22866050	1.0						
chr3	172627150	172627650	1.0						
chr14	56214892	56215392	1.0						
chr8	11887182	11887682	0.9911	0.1329					
chr5	148844546	148845046	0.9343	0.3566					
chr2	152042793	152043293	0.9914	0.1307					
chr6	111973080	111973580	1.0						
chr6	43838595	43839095	0.9965	0.0838					
chr7	47266184	47266684	1.0						
chr11	130995191	130995691	1.0						
chr11	66800913	66801413	0.8549	0.5026	0.1282				
chr12	56296238	56296738	1.0						
chr4	122150809	122151309	1.0						
chr5	77277687	77278187	1.0						
chr12	12502756	12503256	1.0						
chr19	4609974	4610474	1.0						
chr7	5231088	5231588	1.0						
chr3	50600945	50601445	1.0						
chr20	754879	755379	1.0						
chr10	132448290	132448790	1.0						
chr12	68406057	68406557	1.0						
chr16	56121045	56121545	1.0						
chr4	37864710	37865210	0.9909	0.1345					
chr12	120249333	120249833	1.0						
chr1	27568306	27568806	1.0						
chr8	106556552	106557052	1.0						
chr7	5692110	5692610	1.0						
chr14	49598041	49598541	1.0						
chr10	6320295	6320795	0.7025	0.7116					
chr19	3155005	3155505	1.0						
chr7	118311468	118311968	1.0						
chr11	121452671	121453171	1.0						
chr4	7653944	7654444	1.0						
chr20	25982561	25983061	1.0						
chr13	46332251	46332751	1.0						
chr8	76988858	76989358	1.0						
chr7	139771342	139771842	1.0						
chr3	53140751	53141251	0.9953	0.0967					
chr4	2290889	2291389	1.0						
chr7	141557687	141558187	1.0						
chr1	245894767	245895267	1.0						
chr3	46365023	46365523	1.0						
chr5	17109396	17109896	1.0						
chr2	48265565	48266065	1.0						
chr19	49476161	49476661	1.0						
chr13	66994158	66994658	1.0						
chr7	2087691	2088191	1.0						
chr2	60550225	60550725	0.6051	0.787	0.0808	0.0314	0.0827		
chr21	44878603	44879103	0.9985	0.0354	0.0415				
chr3	101879854	101880354	0.9525	0.3045					
chr7	2632706	2633206	1.0						
chr22	17498204	17498704	1.0						
chr3	11273124	11273624	1.0						
chr14	50835250	50835750	0.557	0.8305					
chr3	52920816	52921316	1.0						
chr19	37914837	37915337	0.7251	0.6886					
chr16	27262889	27263389	1.0						
chr17	75117472	75117972	1.0						
chr9	114375255	114375755	1.0						
chr2	44184027	44184527	1.0						
chr1	248804875	248805375	0.4984	0.8467	0.0672	0.0286	0.0833	0.1497	
chr1	155960228	155960728	1.0						
chr6	39173160	39173660	0.9909	0.1346					
chr5	77718929	77719429	1.0						
chr2	32069207	32069707	0.999	0.0442					
chr2	128710724	128711224	1.0						
chr6	24749240	24749740	0.9862	0.1653					
chr4	23333935	23334435	0.9505	0.3107					
chr2	68403212	68403712	1.0						
chr12	89162603	89163103	0.9947	0.1007	0.0222				
chr8	133068378	133068878	0.9275	0.3739					
chr17	74239127	74239627	1.0						
chr22	39462461	39462961	1.0						
chr10	6173170	6173670	0.9387	0.3447					
chr4	123233439	123233939	1.0						
chr1	234940836	234941336	1.0						
chr10	71868145	71868645	0.9963	0.0857					
chr10	17217031	17217531	1.0						
chr1	36150198	36150698	0.9911	0.1331					
chr8	60525057	60525557	0.9888	0.1437	0.0392				
chr1	150999138	150999638	1.0						
chr3	183551870	183552370	1.0						
chr4	177259391	177259891	1.0						
chr11	13938774	13939274	1.0						
chr5	170358130	170358630	0.9988	0.0294	0.0383				
chr10	93715270	93715770	1.0						
chr5	154198087	154198587	1.0						
chr20	38108489	38108989	1.0						
chr4	152099910	152100410	0.908	0.419					
chr7	129270712	129271212	0.9386	0.3449					
chr10	61903145	61903645	1.0						
chr14	55303710	55304210	1.0						
chr11	72738108	72738608	0.9919	0.1219	0.0345				
chr17	42266859	42267359	1.0						
chr2	152189840	152190340	1.0						
chr11	78336855	78337355	1.0						
chr9	91720718	91721218	0.893	0.45					
chr2	8500971	8501471	1.0						
chr15	40093202	40093702	0.8931	0.4337	0.1194				
chr6	3081887	3082387	1.0						
chr16	29600030	29600530	1.0						
chr8	65743571	65744071	0.8588	0.5124					
chr3	137163257	137163757	1.0						
chr1	66336524	66337024	1.0						
chr17	68288080	68288580	1.0						
chr16	28168950	28169450	0.9427	0.3336					
chr17	15885610	15886110	1.0						
chr13	31934069	31934569	1.0						
chr3	38153940	38154440	0.9984	0.0564					
chr22	43118323	43118823	0.8252	0.5649					
chr15	52551731	52552231	0.9931	0.1169					
chr11	3156462	3156962	0.9903	0.132	0.043				
chr12	54052860	54053360	0.9962	0.0869					
chr10	59688982	59689482	1.0						
chr12	89697184	89697684	1.0						
chr10	56634034	56634534	0.8439	0.5366					
chr13	51645263	51645763	0.481	0.8767					
chr10	102468094	102468594	0.9883	0.1524					
chr8	81028910	81029410	1.0						
chr3	186529036	186529536	1.0						
chr8	124629698	124630198	1.0						
chr19	18496102	18496602	1.0						
chr9	97038970	97039470	1.0						
chr16	82655322	82655822	1.0						
chr17	63915681	63916181	0.9323	0.3616					
chr3	57951351	57951851	1.0						
chr8	125730353	125730853	1.0						
chr3	194070695	194071195	0.9222	0.3759	0.072	0.0556			
chr16	81626373	81626873	1.0						
chr6	90190707	90191207	1.0						
chr14	22391828	22392328	1.0						
chr8	115218883	115219383	1.0						
chr19	1917104	1917604	1.0						
chr13	112894123	112894623	1.0						
chr14	95577037	95577537	1.0						
chr11	32893956	32894456	1.0						
chr2	64228183	64228683	0.7882	0.5897	0.1759				
chr3	129958732	129959232	0.9748	0.2232					
chr10	74328467	74328967	0.989	0.1481					
chr1	239914700	239915200	1.0						
chr6	56763954	56764454	1.0						
chr19	11319224	11319724	0.9954	0.0957					
chr18	3771275	3771775	1.0						
chr17	4770497	4770997	1.0						
chr2	96338648	96339148	1.0						
chr15	85413380	85413880	1.0						
chr11	34339137	34339637	0.9801	0.1947	0.0379				
chr13	36950907	36951407	1.0						
chr12	121196837	121197337	0.9921	0.1253					
chr8	59643680	59644180	1.0						
chr19	7186372	7186872	1.0						
chr21	15446133	15446633	1.0						
chr3	30269730	30270230	0.8986	0.4387					
chr21	15534422	15534922	1.0						
chr10	4234669	4235169	0.9308	0.3655					
chr6	127971981	127972481	0.7888	0.6117	0.0599				
chr2	231717358	231717858	0.9285	0.3712					
chr7	80310094	80310594	1.0						
chr11	114073906	114074406	1.0						
chr2	29318025	29318525	1.0						
chr19	13789036	13789536	1.0						
chr17	49362160	49362660	1.0						
chr10	71801343	71801843	0.9938	0.111					
chr5	39302456	39302956	1.0						
chr3	71372877	71373377	1.0						
chr4	3079604	3080104	0.8093	0.5874					
chr13	51827174	51827674	1.0						
chr6	137095510	137096010	0.7487	0.6629					
chr17	7557982	7558482	0.999	0.0344	0.028				
chr5	96857864	96858364	1.0						
chr8	60347550	60348050	1.0						
chr12	98470893	98471393	1.0						
chr19	54210784	54211284	1.0						
chr5	109506420	109506920	1.0						
chr12	122184465	122184965	1.0						
chr10	70340977	70341477	0.9909	0.1343					
chr5	131902276	131902776	1.0						
chr3	28348296	28348796	1.0						
chr19	18291508	18292008	1.0						
chr8	39037971	39038471	1.0						
chrX	136886070	136886570	1.0						
chr2	9169272	9169772	0.9912	0.1322					
chr21	26946719	26947219	1.0						
chr14	64993209	64993709	0.9816	0.1623	0.1006				
chr15	50484759	50485259	0.9674	0.2532					
chr2	101961283	101961783	1.0						
chr12	103901758	103902258	0.9671	0.2545					
chr12	93449217	93449717	1.0						
chr4	150078697	150079197	1.0						
chr20	31610648	31611148	0.9957	0.0931					
chr12	55057180	55057680	1.0						
chr4	158936144	158936644	0.9883	0.1528					
chr8	10631665	10632165	1.0						
chr10	100826824	100827324	1.0						
chr10	119693200	119693700	1.0						
chr3	184498931	184499431	1.0						
chr6	52552097	52552597	0.9964	0.0846					
chr10	73969314	73969814	0.9947	0.1024					
chr9	93129249	93129749	1.0						
chr4	53855319	53855819	0.9484	0.3172					
chr8	119600858	119601358	1.0						
chr2	45729898	45730398	0.8769	0.4695	0.0772	0.0273	0.0628		
chr1	1799628	1800128	1.0						
chr15	89781014	89781514	1.0						
chr21	34022830	34023330	0.9992	0.0408					
chr3	143855140	143855640	1.0						
chr10	124142804	124143304	1.0						
chr2	222305992	222306492	1.0						
chr2	241867988	241868488	1.0						
chr17	16398555	16399055	1.0						
chr16	71853358	71853858	1.0						
chr18	61732829	61733329	1.0						
chr17	41972770	41973270	1.0						
chr11	130041960	130042460	1.0						
chr9	97918600	97919100	0.9956	0.0941					
chr15	38129805	38130305	0.9846	0.1746					
chr4	79578529	79579029	1.0						
chr4	54392413	54392913	1.0						
chr3	142269754	142270254	1.0						
chr8	144770444	144770944	0.9786	0.2058					
chr20	846812	847312	1.0						
chr15	82575203	82575703	1.0						
chr11	2393877	2394377	1.0						
chr1	109307307	109307807	0.8707	0.4919					
chr5	52748537	52749037	1.0						
chr13	77861672	77862172	1.0						
chr9	112317285	112317785	1.0						
chr3	13005344	13005844	1.0						
chr11	65775364	65775864	1.0						
chr20	371686	372186	1.0						
chr5	142733995	142734495	0.9398	0.3418					
chr1	8629227	8629727	0.8481	0.3799	0.0945	0.3569			
chr11	46346043	46346543	1.0						
chr2	231412219	231412719	1.0						
chr10	18418507	18419007	0.5632	0.8264					
chr9	131423077	131423577	1.0						
chr10	69839880	69840380	1.0						
chr17	73317001	73317501	1.0						
chr8	143978414	143978914	1.0						
chr1	42736092	42736592	1.0						
chr11	118202525	118203025	0.9989	0.0478					
